"user_id","city_id","pickup_hex8","pickup_hex9","drop_location","drop_hex9","drop_place_id","is_fav","fe_freq","fe_recency","booked_freq","score","created_at","updated_at"
"5dee261707cb2e0008e34f94","572ca7ff116b5db3057bd814",null,null,POINT (77.684391 12.997642),"8961892e02bffff","514a8d74-98a7-4acc-a3c4-2cbbdaae5bf5",0,1,1,0,0.0,1,1
"5e218357566c2ad398c59cfd","572ca7ff116b5db3057bd814","88618921a5fffff","89618921a57ffff",POINT (77.570651 12.976877),"8960145b547ffff","6d1b1148-65f6-4e85-832a-c8dab122c379",0,1,1711624831333,0,0.0,1711624831864,1711624831864
"5e218357566c2ad398c59cfd","572ca7ff116b5db3057bd814","8861892425fffff","89618924257ffff",POINT (77.572284 12.977335),"8960145b543ffff","7ebc576e-58f9-4159-ba13-d20f825935c8",0,4,1711540016831,0,0.0,1711539850568,1711540017270
