city,pickup_cluster,service_detail_id,week_period,time_period,demand,supply,mismatch_qr_level,fe_count,rr_count,net_count,fe_count_med,rr_count_med,net_count_med,mismtach_pred_tp,excess_supply_ratio,is_excess_supply,,Dashboard validation,
Chennai,Egmore Metro,5bed473f1278885df4ea9d57,Wednesday,afternoon,69,18,5.5,1386,327,234,298,69,47,51,0.260869565,no,,no,
Chennai,Egmore Metro,5bed473f1278885df4ea9d57,Wednesday,evening_peak,90,42,5,1816,480,342,362,101,69,48,0.466666667,no,,no,
Chennai,Egmore Metro,5bed473f1278885df4ea9d57,Wednesday,morning_peak,105.5,24,8.75,1460,403,305,373.5,104.5,78.5,81.5,0.227488152,no,,no,
Chennai,Ekkatutthangal Metro,5bed473f1278885df4ea9d57,Friday,afternoon,29,16,2,542,180,129,96,35,27,13,0.551724138,no,,no,
Chennai,Ekkatutthangal Metro,5bed473f1278885df4ea9d57,Friday,evening_peak,46,20,4,1121,227,171,214,42,34,26,0.434782609,no,,no,
Chennai,Ekkatutthangal Metro,5bed473f1278885df4ea9d57,Friday,morning_peak,54.5,9,4.5,746,240,140,188,55,37,45.5,0.165137615,no,,no,
Chennai,Ekkatutthangal Metro,5bed473f1278885df4ea9d57,Monday,afternoon,29,12,2,649,160,121,135,29,23,17,0.413793103,no,,no,
Chennai,Ekkatutthangal Metro,5bed473f1278885df4ea9d57,Monday,evening_peak,48,19,5,1117,248,175,244,50,33,29,0.395833333,no,,no,
Chennai,Ekkatutthangal Metro,5bed473f1278885df4ea9d57,Monday,morning_peak,76.5,8,8.75,1130,362,138,301.5,90,37.5,68.5,0.104575163,no,,no,
Chennai,Ekkatutthangal Metro,5bed473f1278885df4ea9d57,Saturday,afternoon,31,15,2,748,170,125,134,34,27,16,0.483870968,no,,no,
Chennai,Ekkatutthangal Metro,5bed473f1278885df4ea9d57,Saturday,evening_peak,31,19,1,1026,165,115,195,34,22,12,0.612903226,no,,no,
Chennai,Ekkatutthangal Metro,5bed473f1278885df4ea9d57,Saturday,morning_peak,34.5,8,2.75,589,155,117,157,37.5,29,26.5,0.231884058,no,,no,
Chennai,Ekkatutthangal Metro,5bed473f1278885df4ea9d57,Sunday,afternoon,23,11,1,647,127,95,132,26,17,12,0.47826087,no,,no,
Chennai,Ekkatutthangal Metro,5bed473f1278885df4ea9d57,Sunday,evening_peak,23,12,1,645,131,103,137,26,21,11,0.52173913,no,,no,
Chennai,Ekkatutthangal Metro,5bed473f1278885df4ea9d57,Sunday,morning_peak,22,7,1.75,454,98,76,109,24.5,19,15,0.318181818,no,,no,
Chennai,Ekkatutthangal Metro,5bed473f1278885df4ea9d57,Thursday,afternoon,25,16,0.5,503,140,116,98,26,21,9,0.64,no,,no,
Chennai,Ekkatutthangal Metro,5bed473f1278885df4ea9d57,Thursday,evening_peak,48,19,2.5,966,235,171,161,46,36,29,0.395833333,no,,no,
Chennai,Ekkatutthangal Metro,5bed473f1278885df4ea9d57,Thursday,morning_peak,59,8.5,6,769,267,146,188.5,60.5,39,50.5,0.144067797,no,,no,
Chennai,Ekkatutthangal Metro,5bed473f1278885df4ea9d57,Tuesday,afternoon,31,15,2,612,172,129,122,34,25,16,0.483870968,no,,no,
Chennai,Ekkatutthangal Metro,5bed473f1278885df4ea9d57,Tuesday,evening_peak,64,19,5,960,264,184,182,50,38,45,0.296875,no,,no,
Chennai,Ekkatutthangal Metro,5bed473f1278885df4ea9d57,Tuesday,morning_peak,59.5,9,6,812,296,146,166,57.5,36.5,50.5,0.151260504,no,,no,
Chennai,Ekkatutthangal Metro,5bed473f1278885df4ea9d57,Wednesday,afternoon,28,15,2,575,149,115,112,28,25,13,0.535714286,no,,no,
Chennai,Ekkatutthangal Metro,5bed473f1278885df4ea9d57,Wednesday,evening_peak,51,20,3,1054,262,204,174,52,43,31,0.392156863,no,,no,
Chennai,Ekkatutthangal Metro,5bed473f1278885df4ea9d57,Wednesday,morning_peak,70,9.5,6.5,894,304,162,232.5,77.5,39,60.5,0.135714286,no,,no,
Chennai,Ennore,5bed473f1278885df4ea9d57,Monday,afternoon,0,1,0,14,6,1,5,2,0,-1,inf,yes,,,
Chennai,Ennore,5bed473f1278885df4ea9d57,Sunday,afternoon,0,1,0,26,7,0,11,2,0,-1,inf,yes,,,No proper data points
Chennai,Ennore,5bed473f1278885df4ea9d57,Thursday,morning_peak,0,0.5,-0.25,17,8,3,8.5,4,1.5,-0.5,inf,yes,,,
Chennai,Ennore,5bed473f1278885df4ea9d57,Tuesday,evening_peak,0.5,0,0,18,6,3,9,3,1.5,0.5,0,no,,,
Chennai,Guindy,5bed473f1278885df4ea9d57,Friday,afternoon,85,38,4.5,1643,427,279,311,80,58,47,0.447058824,no,,no,
Chennai,Guindy,5bed473f1278885df4ea9d57,Friday,evening_peak,146,55,11.5,2899,746,477,541,159,104,91,0.376712329,no,,no,
Chennai,Guindy,5bed473f1278885df4ea9d57,Friday,morning_peak,113,15,13.25,1710,521,259,443.5,138.5,64.5,98,0.132743363,no,,no,
Chennai,Guindy,5bed473f1278885df4ea9d57,Monday,afternoon,86,33,5.5,1978,485,274,383,99,52,53,0.38372093,no,,no,
Chennai,Guindy,5bed473f1278885df4ea9d57,Monday,evening_peak,124,48,13.5,2822,736,443,585,142,81,76,0.387096774,no,,no,
Chennai,Guindy,5bed473f1278885df4ea9d57,Monday,morning_peak,179.5,11.5,19.75,3084,839,256,794.5,225,65,168,0.064066852,no,,no,
Chennai,Guindy,5bed473f1278885df4ea9d57,Saturday,afternoon,75,40,4,1878,380,276,391,79,58,35,0.533333333,no,,no,
Chennai,Guindy,5bed473f1278885df4ea9d57,Saturday,evening_peak,109,42,8,3140,569,330,615,105,66,67,0.385321101,no,,no,
Chennai,Guindy,5bed473f1278885df4ea9d57,Saturday,morning_peak,83,10.5,8.75,1457,368,261,364,95,66,72.5,0.126506024,no,,no,
Chennai,Guindy,5bed473f1278885df4ea9d57,Sunday,afternoon,56,28,3.5,1918,298,219,365,57,43,28,0.5,no,,no,
Chennai,Guindy,5bed473f1278885df4ea9d57,Sunday,evening_peak,93,32,7,2323,501,303,439,94,57,61,0.344086022,no,,no,
Chennai,Guindy,5bed473f1278885df4ea9d57,Sunday,morning_peak,41,9,3.5,1073,194,153,270.5,47.5,36.5,32,0.219512195,no,,no,
Chennai,Guindy,5bed473f1278885df4ea9d57,Thursday,afternoon,58,33,3,1365,356,245,254,66,43,25,0.568965517,no,,no,
Chennai,Guindy,5bed473f1278885df4ea9d57,Thursday,evening_peak,117,48,8,2352,639,388,393,122,81,69,0.41025641,no,,no,
Chennai,Guindy,5bed473f1278885df4ea9d57,Thursday,morning_peak,108.5,13,12.25,1661,496,205,425.5,128,49,95.5,0.119815668,no,,no,
Chennai,Guindy,5bed473f1278885df4ea9d57,Tuesday,afternoon,63,31,3.5,1296,334,222,253,70,44,32,0.492063492,no,,no,
Chennai,Guindy,5bed473f1278885df4ea9d57,Tuesday,evening_peak,121,45,9.5,2393,663,425,526,109,83,76,0.371900826,no,,no,
Chennai,Guindy,5bed473f1278885df4ea9d57,Tuesday,morning_peak,117,13,13.25,2025,553,258,511,142.5,63.5,104,0.111111111,no,,no,
Chennai,Guindy,5bed473f1278885df4ea9d57,Wednesday,afternoon,79,32,3.5,1389,357,258,297,69,50,47,0.405063291,no,,no,
Chennai,Guindy,5bed473f1278885df4ea9d57,Wednesday,evening_peak,134,46,10,2748,718,454,541,123,90,88,0.343283582,no,,no,
Chennai,Guindy,5bed473f1278885df4ea9d57,Wednesday,morning_peak,115,13.5,12.5,1992,502,246,529.5,122.5,56.5,101.5,0.117391304,no,,no,
Chennai,Guindy 3,5bed473f1278885df4ea9d57,Friday,afternoon,27,48,-1,685,160,109,134,32,22,-21,1.777777778,yes,,yes,
Chennai,Guindy 3,5bed473f1278885df4ea9d57,Friday,evening_peak,42,19,3,1006,211,141,211,46,30,23,0.452380952,no,,no,
Chennai,Guindy 3,5bed473f1278885df4ea9d57,Friday,morning_peak,52.5,6,6,752,270,134,191.5,69.5,32,46.5,0.114285714,no,,no,
Chennai,Guindy 3,5bed473f1278885df4ea9d57,Monday,afternoon,22,13,1,607,142,86,113,28,18,9,0.590909091,no,,no,
Chennai,Guindy 3,5bed473f1278885df4ea9d57,Monday,evening_peak,40,19,2,891,204,129,175,38,21,21,0.475,no,,no,
Chennai,Guindy 3,5bed473f1278885df4ea9d57,Monday,morning_peak,49,4.5,5.75,1032,392,107,246,85,25.5,44.5,0.091836735,no,,no,
Chennai,Guindy 3,5bed473f1278885df4ea9d57,Saturday,afternoon,35,16,2.5,935,196,126,190,36,21,19,0.457142857,no,,no,
Chennai,Guindy 3,5bed473f1278885df4ea9d57,Saturday,evening_peak,19,18,0,933,131,83,202,22,15,1,0.947368421,no,,no,
Chennai,Guindy 3,5bed473f1278885df4ea9d57,Saturday,morning_peak,36.5,6.5,4,665,164,117,163,45,30.5,30,0.178082192,no,,no,
Chennai,Guindy 3,5bed473f1278885df4ea9d57,Sunday,afternoon,16,8,1.5,681,113,73,143,23,15,8,0.5,no,,no,
Chennai,Guindy 3,5bed473f1278885df4ea9d57,Sunday,evening_peak,14,12,0,530,96,59,102,19,12,2,0.857142857,no,,no,
Chennai,Guindy 3,5bed473f1278885df4ea9d57,Sunday,morning_peak,14.5,2.5,1.5,369,74,57,89.5,19,14.5,12,0.172413793,no,,no,
Chennai,Guindy 3,5bed473f1278885df4ea9d57,Thursday,afternoon,26,14,2,672,160,99,121,30,20,12,0.538461538,no,,no,
Chennai,Guindy 3,5bed473f1278885df4ea9d57,Thursday,evening_peak,34,17,2,831,214,149,169,46,31,17,0.5,no,,no,
Chennai,Guindy 3,5bed473f1278885df4ea9d57,Thursday,morning_peak,55.5,9,5.75,885,287,121,224,74.5,27.5,46.5,0.162162162,no,,no,
Chennai,Guindy 3,5bed473f1278885df4ea9d57,Tuesday,afternoon,26,13,2,587,147,99,105,31,19,13,0.5,no,,no,
Chennai,Guindy 3,5bed473f1278885df4ea9d57,Tuesday,evening_peak,45,17,2.5,742,202,135,169,46,30,28,0.377777778,no,,no,
Chennai,Guindy 3,5bed473f1278885df4ea9d57,Tuesday,morning_peak,52,7.5,5,768,245,137,197.5,67.5,34.5,44.5,0.144230769,no,,no,
Chennai,Guindy 3,5bed473f1278885df4ea9d57,Wednesday,afternoon,31,11,1,537,138,99,104,29,20,20,0.35483871,no,,no,
Chennai,Guindy 3,5bed473f1278885df4ea9d57,Wednesday,evening_peak,29,17,0.5,806,180,124,179,31,20,12,0.586206897,no,,no,
Chennai,Guindy 3,5bed473f1278885df4ea9d57,Wednesday,morning_peak,59,4,6.5,797,259,130,199,67.5,32.5,55,0.06779661,no,,no,
Chennai,Guindy Madras Race Club,5bed473f1278885df4ea9d57,Friday,afternoon,21,11,1,691,122,82,133,25,17,10,0.523809524,no,,no,
Chennai,Guindy Madras Race Club,5bed473f1278885df4ea9d57,Friday,evening_peak,44,17,3,1105,249,151,221,50,33,27,0.386363636,no,,no,
Chennai,Guindy Madras Race Club,5bed473f1278885df4ea9d57,Friday,morning_peak,33.5,3,3.5,656,167,70,156,40,16.5,30.5,0.089552239,no,,no,
Chennai,Guindy Madras Race Club,5bed473f1278885df4ea9d57,Monday,afternoon,15,11,0,570,98,62,121,20,11,4,0.733333333,no,,no,
Chennai,Guindy Madras Race Club,5bed473f1278885df4ea9d57,Monday,evening_peak,31,14,2,957,208,130,204,41,22,17,0.451612903,no,,no,
Chennai,Guindy Madras Race Club,5bed473f1278885df4ea9d57,Monday,morning_peak,53.5,1.5,5.5,818,248,69,192,63,16,52,0.028037383,no,,no,
Chennai,Guindy Madras Race Club,5bed473f1278885df4ea9d57,Saturday,afternoon,15,14,0,525,98,70,114,20,13,1,0.933333333,no,,no,
Chennai,Guindy Madras Race Club,5bed473f1278885df4ea9d57,Saturday,evening_peak,33,15,2,1082,145,102,225,29,23,18,0.454545455,no,,no,
Chennai,Guindy Madras Race Club,5bed473f1278885df4ea9d57,Saturday,morning_peak,22,1.5,2.25,386,94,66,98,25.5,17,20.5,0.068181818,no,,no,
Chennai,Guindy Madras Race Club,5bed473f1278885df4ea9d57,Sunday,afternoon,13,9,0,456,77,55,86,16,11,4,0.692307692,no,,no,
Chennai,Guindy Madras Race Club,5bed473f1278885df4ea9d57,Sunday,evening_peak,15,9,0,495,83,56,95,17,13,6,0.6,no,,no,
Chennai,Guindy Madras Race Club,5bed473f1278885df4ea9d57,Sunday,morning_peak,5,1.5,0.5,158,43,34,40,10,8.5,3.5,0.3,no,,no,
Chennai,Guindy Madras Race Club,5bed473f1278885df4ea9d57,Thursday,afternoon,18,10,1,543,104,64,107,19,12,8,0.555555556,no,,no,
Chennai,Guindy Madras Race Club,5bed473f1278885df4ea9d57,Thursday,evening_peak,37,17,3.5,861,226,138,180,46,31,20,0.459459459,no,,no,
Chennai,Guindy Madras Race Club,5bed473f1278885df4ea9d57,Thursday,morning_peak,29,3.5,3,626,174,63,123.5,35.5,16,25.5,0.120689655,no,,no,
Chennai,Guindy Madras Race Club,5bed473f1278885df4ea9d57,Tuesday,afternoon,21,11,1,528,115,86,105,23,16,10,0.523809524,no,,no,
Chennai,Guindy Madras Race Club,5bed473f1278885df4ea9d57,Tuesday,evening_peak,33,17,3,827,191,133,157,36,28,16,0.515151515,no,,no,
Chennai,Guindy Madras Race Club,5bed473f1278885df4ea9d57,Tuesday,morning_peak,30.5,1.5,3.25,619,148,61,152,37,15.5,29,0.049180328,no,,no,
Chennai,Guindy Madras Race Club,5bed473f1278885df4ea9d57,Wednesday,afternoon,16,10,1,445,110,72,67,18,14,6,0.625,no,,no,
Chennai,Guindy Madras Race Club,5bed473f1278885df4ea9d57,Wednesday,evening_peak,42,16,4,946,202,140,196,46,29,26,0.380952381,no,,no,
Chennai,Guindy Madras Race Club,5bed473f1278885df4ea9d57,Wednesday,morning_peak,42.5,3,4.75,708,203,84,153.5,40.5,20,39.5,0.070588235,no,,no,
Chennai,Guindy National Park,5bed473f1278885df4ea9d57,Friday,afternoon,26,12,1.5,784,132,87,144,25,20,14,0.461538462,no,,no,
Chennai,Guindy National Park,5bed473f1278885df4ea9d57,Friday,evening_peak,27,7,1,1004,170,99,192,32,21,20,0.259259259,no,,no,
Chennai,Guindy National Park,5bed473f1278885df4ea9d57,Friday,morning_peak,24.5,6,2.25,461,116,57,125,28,14,18.5,0.244897959,no,,no,
Chennai,Guindy National Park,5bed473f1278885df4ea9d57,Monday,afternoon,23,9,1.5,776,118,67,182,24,14,14,0.391304348,no,,no,
Chennai,Guindy National Park,5bed473f1278885df4ea9d57,Monday,evening_peak,21,5,3,835,164,80,174,33,17,16,0.238095238,no,,no,
Chennai,Guindy National Park,5bed473f1278885df4ea9d57,Monday,morning_peak,31,6.5,3.25,612,195,70,132.5,50.5,18,24.5,0.209677419,no,,no,
Chennai,Guindy National Park,5bed473f1278885df4ea9d57,Saturday,afternoon,18,14,0.5,775,120,62,160,25,12,4,0.777777778,no,,no,
Chennai,Guindy National Park,5bed473f1278885df4ea9d57,Saturday,evening_peak,19,4,2.5,823,131,74,190,25,16,15,0.210526316,no,,no,
Chennai,Guindy National Park,5bed473f1278885df4ea9d57,Saturday,morning_peak,21.5,4,1,383,87,64,103,23,15,17.5,0.186046512,no,,no,
Chennai,Guindy National Park,5bed473f1278885df4ea9d57,Sunday,afternoon,11,6,1,424,74,44,98,15,8,5,0.545454545,no,,no,
Chennai,Guindy National Park,5bed473f1278885df4ea9d57,Sunday,evening_peak,7,2,1,368,67,51,68,13,9,5,0.285714286,no,,no,
Chennai,Guindy National Park,5bed473f1278885df4ea9d57,Sunday,morning_peak,10,7,0.5,261,62,42,53.5,15.5,12,3,0.7,no,,no,
Chennai,Guindy National Park,5bed473f1278885df4ea9d57,Thursday,afternoon,20,6,1,666,106,70,137,24,14,14,0.3,no,,no,
Chennai,Guindy National Park,5bed473f1278885df4ea9d57,Thursday,evening_peak,19,3,1,762,130,78,137,22,14,16,0.157894737,no,,no,
Chennai,Guindy National Park,5bed473f1278885df4ea9d57,Thursday,morning_peak,27,6.5,2.5,484,132,65,116.5,32,16,20.5,0.240740741,no,,no,
Chennai,Guindy National Park,5bed473f1278885df4ea9d57,Tuesday,afternoon,21,32,0,666,114,74,124,25,15,-11,1.523809524,yes,,yes,
Chennai,Guindy National Park,5bed473f1278885df4ea9d57,Tuesday,evening_peak,23,4,3,571,132,73,118,20,9,19,0.173913043,no,,no,
Chennai,Guindy National Park,5bed473f1278885df4ea9d57,Tuesday,morning_peak,26,3,3,401,115,65,89,26.5,17.5,23,0.115384615,no,,no,
Chennai,Guindy National Park,5bed473f1278885df4ea9d57,Wednesday,afternoon,18,14,0,607,118,71,97,22,13,4,0.777777778,no,,no,
Chennai,Guindy National Park,5bed473f1278885df4ea9d57,Wednesday,evening_peak,28,8,2.5,687,119,75,143,30,17,20,0.285714286,no,,no,
Chennai,Guindy National Park,5bed473f1278885df4ea9d57,Wednesday,morning_peak,25.5,6.5,2.25,435,120,62,111.5,30,14,19,0.254901961,no,,no,
Chennai,Guru Nanak College,5bed473f1278885df4ea9d57,Friday,afternoon,36,24,1,931,202,145,196,39,30,12,0.666666667,no,,no,
Chennai,Guru Nanak College,5bed473f1278885df4ea9d57,Friday,evening_peak,69,40,4,1806,412,268,345,80,61,29,0.579710145,no,,no,
Chennai,Guru Nanak College,5bed473f1278885df4ea9d57,Friday,morning_peak,49,6.5,4.75,636,225,113,143,47.5,30,42.5,0.132653061,no,,no,
Chennai,Guru Nanak College,5bed473f1278885df4ea9d57,Monday,afternoon,34,23,1,857,178,124,147,38,26,11,0.676470588,no,,no,
Chennai,Guru Nanak College,5bed473f1278885df4ea9d57,Monday,evening_peak,47,37,2,1225,271,200,262,56,43,10,0.787234043,no,,no,
Chennai,Guru Nanak College,5bed473f1278885df4ea9d57,Monday,morning_peak,63,3.5,6.75,838,285,97,175,59.5,25,59.5,0.055555556,no,,no,
Chennai,Guru Nanak College,5bed473f1278885df4ea9d57,Saturday,afternoon,41,37,0.5,1374,234,167,210,50,37,4,0.902439024,no,,no,
Chennai,Guru Nanak College,5bed473f1278885df4ea9d57,Saturday,evening_peak,77,34,6.5,4268,465,302,918,83,58,43,0.441558442,no,,no,
Chennai,Guru Nanak College,5bed473f1278885df4ea9d57,Saturday,morning_peak,34.5,8,2.5,441,140,107,119,38,29,26.5,0.231884058,no,,no,
Chennai,Guru Nanak College,5bed473f1278885df4ea9d57,Sunday,afternoon,42,36,0.5,1398,248,181,228,38,34,6,0.857142857,no,,no,
Chennai,Guru Nanak College,5bed473f1278885df4ea9d57,Sunday,evening_peak,77,29,5.5,3206,404,316,638,73,59,48,0.376623377,no,,no,
Chennai,Guru Nanak College,5bed473f1278885df4ea9d57,Sunday,morning_peak,26.5,7.5,2.5,355,115,90,88,30,24.5,19,0.283018868,no,,no,
Chennai,Guru Nanak College,5bed473f1278885df4ea9d57,Thursday,afternoon,35,25,1,739,167,126,153,33,25,10,0.714285714,no,,no,
Chennai,Guru Nanak College,5bed473f1278885df4ea9d57,Thursday,evening_peak,43,36,2.5,1336,303,219,218,48,42,7,0.837209302,no,,no,
Chennai,Guru Nanak College,5bed473f1278885df4ea9d57,Thursday,morning_peak,50.5,4.5,5,698,244,98,169.5,59.5,25.5,46,0.089108911,no,,no,
Chennai,Guru Nanak College,5bed473f1278885df4ea9d57,Tuesday,afternoon,30,23,0,646,157,124,126,32,27,7,0.766666667,no,,no,
Chennai,Guru Nanak College,5bed473f1278885df4ea9d57,Tuesday,evening_peak,48,40,1,1252,281,198,239,53,41,8,0.833333333,no,,no,
Chennai,Guru Nanak College,5bed473f1278885df4ea9d57,Tuesday,morning_peak,62,3.5,6.75,751,240,122,179.5,59,30,58.5,0.056451613,no,,no,
Chennai,Guru Nanak College,5bed473f1278885df4ea9d57,Wednesday,afternoon,37,26,0.5,873,179,138,183,37,27,11,0.702702703,no,,no,
Chennai,Guru Nanak College,5bed473f1278885df4ea9d57,Wednesday,evening_peak,63,38,3.5,1518,317,242,276,65,49,25,0.603174603,no,,no,
Chennai,Guru Nanak College,5bed473f1278885df4ea9d57,Wednesday,morning_peak,50.5,5.5,5,741,221,92,157,46.5,27,45,0.108910891,no,,no,
Chennai,IIT Madras Velachery,5bed473f1278885df4ea9d57,Friday,afternoon,47,28,2,1293,280,191,255,54,38,19,0.595744681,no,,no,
Chennai,IIT Madras Velachery,5bed473f1278885df4ea9d57,Friday,evening_peak,105,39,8,2427,582,358,457,104,70,66,0.371428571,no,,no,
Chennai,IIT Madras Velachery,5bed473f1278885df4ea9d57,Friday,morning_peak,86.5,15.5,9.25,1364,428,205,320,96.5,48,71,0.179190751,no,,no,
Chennai,IIT Madras Velachery,5bed473f1278885df4ea9d57,Monday,afternoon,46,27,1.5,945,222,173,186,46,36,19,0.586956522,no,,no,
Chennai,IIT Madras Velachery,5bed473f1278885df4ea9d57,Monday,evening_peak,70,30,5.5,1614,406,275,380,91,56,40,0.428571429,no,,no,
Chennai,IIT Madras Velachery,5bed473f1278885df4ea9d57,Monday,morning_peak,101.5,10.5,12.5,1674,520,181,406.5,129.5,47.5,91,0.103448276,no,,no,
Chennai,IIT Madras Velachery,5bed473f1278885df4ea9d57,Saturday,afternoon,34,34,0.5,1426,235,162,273,37,26,0,1,no,,no,
Chennai,IIT Madras Velachery,5bed473f1278885df4ea9d57,Saturday,evening_peak,62,37,2.5,3128,319,202,635,64,42,25,0.596774194,no,,no,
Chennai,IIT Madras Velachery,5bed473f1278885df4ea9d57,Saturday,morning_peak,58.5,16.5,5.25,848,237,170,226.5,59.5,42.5,42,0.282051282,no,,no,
Chennai,IIT Madras Velachery,5bed473f1278885df4ea9d57,Sunday,afternoon,37,35,1,1492,207,149,321,45,33,2,0.945945946,no,,no,
Chennai,IIT Madras Velachery,5bed473f1278885df4ea9d57,Sunday,evening_peak,42,31,1,1657,248,166,326,55,34,11,0.738095238,no,,no,
Chennai,IIT Madras Velachery,5bed473f1278885df4ea9d57,Sunday,morning_peak,25.5,11.5,2,693,135,96,149,28,19.5,14,0.450980392,no,,no,
Chennai,IIT Madras Velachery,5bed473f1278885df4ea9d57,Thursday,afternoon,38,31,1,938,212,166,176,40,35,7,0.815789474,no,,no,
Chennai,IIT Madras Velachery,5bed473f1278885df4ea9d57,Thursday,evening_peak,79,37,6.5,1851,473,321,330,82,62,42,0.46835443,no,,no,
Chennai,IIT Madras Velachery,5bed473f1278885df4ea9d57,Thursday,morning_peak,88.5,11,9,1318,448,180,327.5,110,47,77.5,0.124293785,no,,no,
Chennai,IIT Madras Velachery,5bed473f1278885df4ea9d57,Tuesday,afternoon,40,24,1.5,760,202,160,151,38,31,16,0.6,no,,no,
Chennai,IIT Madras Velachery,5bed473f1278885df4ea9d57,Tuesday,evening_peak,70,43,5.5,1594,445,307,315,81,55,27,0.614285714,no,,no,
Chennai,IIT Madras Velachery,5bed473f1278885df4ea9d57,Tuesday,morning_peak,87.5,10.5,9,1357,424,209,337.5,101.5,50.5,77,0.12,no,,no,
Chennai,IIT Madras Velachery,5bed473f1278885df4ea9d57,Wednesday,afternoon,31,31,0.5,928,188,140,191,42,28,0,1,no,,no,
Chennai,IIT Madras Velachery,5bed473f1278885df4ea9d57,Wednesday,evening_peak,70,43,5,1833,460,302,413,87,50,27,0.614285714,no,,no,
Chennai,IIT Madras Velachery,5bed473f1278885df4ea9d57,Wednesday,morning_peak,86,15.5,8.25,1578,450,200,345.5,101,49,70.5,0.180232558,no,,no,
Chennai,Kadanchavadi,5bed473f1278885df4ea9d57,Friday,afternoon,77,35,4,1885,462,295,322,79,55,42,0.454545455,no,,no,
Chennai,Kadanchavadi,5bed473f1278885df4ea9d57,Friday,evening_peak,184,54,20.5,4555,1041,642,1113,233,137,130,0.293478261,no,,no,
Chennai,Kadanchavadi,5bed473f1278885df4ea9d57,Friday,morning_peak,120,23,12,1391,468,298,377,127,80,97,0.191666667,no,,no,
Chennai,Kadanchavadi,5bed473f1278885df4ea9d57,Monday,afternoon,51,36,2,1327,289,218,240,53,43,15,0.705882353,no,,no,
Chennai,Kadanchavadi,5bed473f1278885df4ea9d57,Monday,evening_peak,165,60,16.5,3415,880,587,741,180,119,105,0.363636364,no,,no,
Chennai,Kadanchavadi,5bed473f1278885df4ea9d57,Monday,morning_peak,130,21,12.75,1814,563,289,449.5,152.5,73.5,109,0.161538462,no,,no,
Chennai,Kadanchavadi,5bed473f1278885df4ea9d57,Saturday,afternoon,56,33,2.5,2027,331,196,413,67,40,23,0.589285714,no,,no,
Chennai,Kadanchavadi,5bed473f1278885df4ea9d57,Saturday,evening_peak,67,52,0.5,2233,417,295,413,79,57,15,0.776119403,no,,no,
Chennai,Kadanchavadi,5bed473f1278885df4ea9d57,Saturday,morning_peak,74,17.5,7,1211,299,225,306.5,73.5,55.5,56.5,0.236486486,no,,no,
Chennai,Kadanchavadi,5bed473f1278885df4ea9d57,Sunday,afternoon,41,27,2,1403,228,150,303,47,31,14,0.658536585,no,,no,
Chennai,Kadanchavadi,5bed473f1278885df4ea9d57,Sunday,evening_peak,45,40,2,1206,233,191,231,45,38,5,0.888888889,no,,no,
Chennai,Kadanchavadi,5bed473f1278885df4ea9d57,Sunday,morning_peak,40.5,11,3,797,173,130,205.5,44,32.5,29.5,0.271604938,no,,no,
Chennai,Kadanchavadi,5bed473f1278885df4ea9d57,Thursday,afternoon,72,36,3.5,1529,363,265,272,66,47,36,0.5,no,,no,
Chennai,Kadanchavadi,5bed473f1278885df4ea9d57,Thursday,evening_peak,201,50,18.5,3972,1026,713,959,197,132,151,0.248756219,no,,no,
Chennai,Kadanchavadi,5bed473f1278885df4ea9d57,Thursday,morning_peak,106,25.5,9.25,1325,469,302,306.5,124,74,80.5,0.240566038,no,,no,
Chennai,Kadanchavadi,5bed473f1278885df4ea9d57,Tuesday,afternoon,61,35,2,1353,364,255,228,64,54,26,0.573770492,no,,no,
Chennai,Kadanchavadi,5bed473f1278885df4ea9d57,Tuesday,evening_peak,180,57,17,3784,1004,692,874,213,149,123,0.316666667,no,,no,
Chennai,Kadanchavadi,5bed473f1278885df4ea9d57,Tuesday,morning_peak,110.5,26,11,1412,438,305,371.5,122,78.5,84.5,0.235294118,no,,no,
Chennai,Kadanchavadi,5bed473f1278885df4ea9d57,Wednesday,afternoon,63,39,3,1571,361,253,283,69,50,24,0.619047619,no,,no,
Chennai,Kadanchavadi,5bed473f1278885df4ea9d57,Wednesday,evening_peak,216,61,20,4507,1063,689,1008,247,148,155,0.282407407,no,,no,
Chennai,Kadanchavadi,5bed473f1278885df4ea9d57,Wednesday,morning_peak,120,23.5,12.75,1491,564,337,359,142.5,84.5,96.5,0.195833333,no,,no,
Chennai,Kadavur,5bed473f1278885df4ea9d57,Thursday,evening_peak,0.5,0,0.25,6,3,2,3,1.5,1,0.5,0,no,,no,
Chennai,Kamarajapuram Ambattur,5bed473f1278885df4ea9d57,Friday,afternoon,28,18,0.5,567,151,98,118,31,21,10,0.642857143,no,,no,
Chennai,Kamarajapuram Ambattur,5bed473f1278885df4ea9d57,Friday,evening_peak,51,44,-0.5,989,233,172,207,48,35,7,0.862745098,no,,no,
Chennai,Kamarajapuram Ambattur,5bed473f1278885df4ea9d57,Friday,morning_peak,44.5,21,4,697,208,144,175.5,51,39,23.5,0.471910112,no,,no,
Chennai,Kamarajapuram Ambattur,5bed473f1278885df4ea9d57,Monday,afternoon,27,16,1.5,591,148,97,115,27,20,11,0.592592593,no,,no,
Chennai,Kamarajapuram Ambattur,5bed473f1278885df4ea9d57,Monday,evening_peak,33,90,-7,829,189,137,199,34,30,-57,2.727272727,yes,,yes,
