city,pickup_cluster,service_detail_id,week_period,time_period,demand,supply,mismatch_qr_level,fe_count,rr_count,net_count,fe_count_med,rr_count_med,net_count_med,mismtach_pred_tp,excess_supply_ratio,is_excess_supply,unique_name,dashboard validation,Note
Hyderabad,Kawaiguda,574013f14fdf4798208bba26,Wednesday,afternoon,108,28,11.5,3198,580,289,633,118,52,80,0.259259259,no,Kawaiguda_Wednesday,,
Hyderabad,Kawaiguda,574013f14fdf4798208bba26,Wednesday,evening_peak,136,28,11.5,3566,629,213,859,143,54,108,0.205882353,no,Kawaiguda_Wednesday,,
Hyderabad,Kawaiguda,574013f14fdf4798208bba26,Wednesday,morning_peak,70,36,4.25,1167,326,214,268,74,43.5,34,0.514285714,no,Kawaiguda_Wednesday,,
Hyderabad,Kawaiguda 2,574013f14fdf4798208bba26,Friday,afternoon,78,51,3.5,1860,433,320,376,79,60,27,0.653846154,no,Kawaiguda 2_Friday,,
Hyderabad,Kawaiguda 2,574013f14fdf4798208bba26,Friday,evening_peak,75,49,2,2088,359,260,462,71,50,26,0.653333333,no,Kawaiguda 2_Friday,,
Hyderabad,Kawaiguda 2,574013f14fdf4798208bba26,Friday,morning_peak,100,57,4.25,1942,446,319,448.5,100,74.5,43,0.57,no,Kawaiguda 2_Friday,,
Hyderabad,Kawaiguda 2,574013f14fdf4798208bba26,Monday,afternoon,91,48,5.5,2338,457,320,474,93,62,43,0.527472527,no,Kawaiguda 2_Monday,,
Hyderabad,Kawaiguda 2,574013f14fdf4798208bba26,Monday,evening_peak,89,53,4,3068,449,307,622,89,57,36,0.595505618,no,Kawaiguda 2_Monday,,
Hyderabad,Kawaiguda 2,574013f14fdf4798208bba26,Monday,morning_peak,121.5,47,9,2100,544,361,498.5,129,95,74.5,0.386831276,no,Kawaiguda 2_Monday,,
Hyderabad,Kawaiguda 2,574013f14fdf4798208bba26,Saturday,afternoon,90,56,3.5,2511,465,344,442,88,64,34,0.622222222,no,Kawaiguda 2_Saturday,,
Hyderabad,Kawaiguda 2,574013f14fdf4798208bba26,Saturday,evening_peak,105,52,5.5,3079,501,348,590,109,74,53,0.495238095,no,Kawaiguda 2_Saturday,,
Hyderabad,Kawaiguda 2,574013f14fdf4798208bba26,Saturday,morning_peak,97,74,3,1284,409,333,326.5,102.5,82.5,23,0.762886598,no,Kawaiguda 2_Saturday,,
Hyderabad,Kawaiguda 2,574013f14fdf4798208bba26,Sunday,afternoon,82,43,4.5,2902,388,293,575,77,63,39,0.524390244,no,Kawaiguda 2_Sunday,,
Hyderabad,Kawaiguda 2,574013f14fdf4798208bba26,Sunday,evening_peak,80,38,6,2918,437,276,586,81,53,42,0.475,no,Kawaiguda 2_Sunday,,
Hyderabad,Kawaiguda 2,574013f14fdf4798208bba26,Sunday,morning_peak,56,44,1.5,1596,257,206,424,69.5,54.5,12,0.785714286,no,Kawaiguda 2_Sunday,,
Hyderabad,Kawaiguda 2,574013f14fdf4798208bba26,Thursday,afternoon,80,36,5,2734,426,189,537,83,39,44,0.45,no,Kawaiguda 2_Thursday,,
Hyderabad,Kawaiguda 2,574013f14fdf4798208bba26,Thursday,evening_peak,67,36,4,2733,394,196,625,76,39,31,0.537313433,no,Kawaiguda 2_Thursday,,
Hyderabad,Kawaiguda 2,574013f14fdf4798208bba26,Thursday,morning_peak,112.5,43.5,8,3998,542,226,1059.5,132.5,58.5,69,0.386666667,no,Kawaiguda 2_Thursday,,
Hyderabad,Kawaiguda 2,574013f14fdf4798208bba26,Tuesday,afternoon,104,42,8,2734,483,226,521,102,37,62,0.403846154,no,Kawaiguda 2_Tuesday,,
Hyderabad,Kawaiguda 2,574013f14fdf4798208bba26,Tuesday,evening_peak,102,45,7,2955,560,233,525,98,51,57,0.441176471,no,Kawaiguda 2_Tuesday,,
Hyderabad,Kawaiguda 2,574013f14fdf4798208bba26,Tuesday,morning_peak,156,41.5,12.75,3206,796,275,767.5,198.5,65.5,114.5,0.266025641,no,Kawaiguda 2_Tuesday,,
Hyderabad,Kawaiguda 2,574013f14fdf4798208bba26,Wednesday,afternoon,91,39,7.5,3378,471,230,688,94,41,52,0.428571429,no,Kawaiguda 2_Wednesday,,
Hyderabad,Kawaiguda 2,574013f14fdf4798208bba26,Wednesday,evening_peak,88,35,6.5,2911,480,204,665,94,42,53,0.397727273,no,Kawaiguda 2_Wednesday,,
Hyderabad,Kawaiguda 2,574013f14fdf4798208bba26,Wednesday,morning_peak,141,52,11,2180,580,337,533.5,146.5,84.5,89,0.368794326,no,Kawaiguda 2_Wednesday,,
Hyderabad,Khairatabad,574013f14fdf4798208bba26,Friday,afternoon,84,34,6,2029,448,297,372,86,59,50,0.404761905,no,Khairatabad_Friday,,
Hyderabad,Khairatabad,574013f14fdf4798208bba26,Friday,evening_peak,110,48,6.5,3529,523,325,771,95,60,62,0.436363636,no,Khairatabad_Friday,,
Hyderabad,Khairatabad,574013f14fdf4798208bba26,Friday,morning_peak,63.5,67.5,0.25,1163,291,172,284.5,69,42.5,-4,1.062992126,yes,Khairatabad_Friday,,
Hyderabad,Khairatabad,574013f14fdf4798208bba26,Monday,afternoon,69,27,3.5,2495,350,256,493,70,53,42,0.391304348,no,Khairatabad_Monday,,
Hyderabad,Khairatabad,574013f14fdf4798208bba26,Monday,evening_peak,107,47,8,5355,525,323,1181,118,72,60,0.439252336,no,Khairatabad_Monday,,
Hyderabad,Khairatabad,574013f14fdf4798208bba26,Monday,morning_peak,58,54,0.25,1141,250,167,265.5,63.5,40,4,0.931034483,no,Khairatabad_Monday,,
Hyderabad,Khairatabad,574013f14fdf4798208bba26,Saturday,afternoon,88,42,5.5,3100,462,319,633,97,65,46,0.477272727,no,Khairatabad_Saturday,,
Hyderabad,Khairatabad,574013f14fdf4798208bba26,Saturday,evening_peak,122,53,8.5,6076,561,350,1245,117,74,69,0.43442623,no,Khairatabad_Saturday,,
Hyderabad,Khairatabad,574013f14fdf4798208bba26,Saturday,morning_peak,67,84,-2.5,1104,284,224,275,76.5,61,-17,1.253731343,yes,Khairatabad_Saturday,,
Hyderabad,Khairatabad,574013f14fdf4798208bba26,Sunday,afternoon,73,30,6,2770,376,252,569,72,45,43,0.410958904,no,Khairatabad_Sunday,,
Hyderabad,Khairatabad,574013f14fdf4798208bba26,Sunday,evening_peak,99,34,7.5,6009,522,299,1044,101,60,65,0.343434343,no,Khairatabad_Sunday,,
Hyderabad,Khairatabad,574013f14fdf4798208bba26,Sunday,morning_peak,28,48.5,-1,949,152,130,204,30,26.5,-20.5,1.732142857,yes,Khairatabad_Sunday,,
Hyderabad,Khairatabad,574013f14fdf4798208bba26,Thursday,afternoon,66,26,5,2974,375,178,507,78,39,40,0.393939394,no,Khairatabad_Thursday,,
Hyderabad,Khairatabad,574013f14fdf4798208bba26,Thursday,evening_peak,91,33,7,4663,489,213,938,98,45,58,0.362637363,no,Khairatabad_Thursday,,
Hyderabad,Khairatabad,574013f14fdf4798208bba26,Thursday,morning_peak,56,45.5,1.75,2217,337,136,524.5,87.5,35.5,10.5,0.8125,no,Khairatabad_Thursday,,
Hyderabad,Khairatabad,574013f14fdf4798208bba26,Tuesday,afternoon,75,25,5.5,3007,467,210,486,85,39,50,0.333333333,no,Khairatabad_Tuesday,,
Hyderabad,Khairatabad,574013f14fdf4798208bba26,Tuesday,evening_peak,126,38,10,4498,575,222,978,117,53,88,0.301587302,no,Khairatabad_Tuesday,,
Hyderabad,Khairatabad,574013f14fdf4798208bba26,Tuesday,morning_peak,89,45,5.25,1885,536,133,495,140.5,34,44,0.505617978,no,Khairatabad_Tuesday,,
Hyderabad,Khairatabad,574013f14fdf4798208bba26,Wednesday,afternoon,78,28,6.5,3176,432,197,675,87,43,50,0.358974359,no,Khairatabad_Wednesday,,
Hyderabad,Khairatabad,574013f14fdf4798208bba26,Wednesday,evening_peak,96,34,8.5,4259,518,195,922,89,37,62,0.354166667,no,Khairatabad_Wednesday,,
Hyderabad,Khairatabad,574013f14fdf4798208bba26,Wednesday,morning_peak,64,55.5,1.75,1343,346,191,333.5,94.5,46.5,8.5,0.8671875,no,Khairatabad_Wednesday,,
Hyderabad,Koheda,574013f14fdf4798208bba26,Monday,afternoon,4,1,0,164,41,28,38,7,6,3,0.25,no,Koheda_Monday,,
Hyderabad,Koheda,574013f14fdf4798208bba26,Monday,evening_peak,2,0,0,148,44,15,32,8,2,2,0,no,Koheda_Monday,,
Hyderabad,Koheda,574013f14fdf4798208bba26,Monday,morning_peak,1,0,0,84,21,13,23.5,6,3.5,1,0,no,Koheda_Monday,,
Hyderabad,Koheda,574013f14fdf4798208bba26,Saturday,evening_peak,1,0,0,143,30,7,26,6,1,1,0,no,Koheda_Saturday,,
Hyderabad,Koheda,574013f14fdf4798208bba26,Saturday,morning_peak,2,0,0.25,80,21,9,20,5,2,2,0,no,Koheda_Saturday,,
Hyderabad,Koheda,574013f14fdf4798208bba26,Sunday,evening_peak,1,0,0,92,21,3,15,4,1,1,0,no,Koheda_Sunday,,
Hyderabad,Koheda,574013f14fdf4798208bba26,Sunday,morning_peak,1,0,0,62,16,10,17,4.5,2.5,1,0,no,Koheda_Sunday,,
Hyderabad,Koheda,574013f14fdf4798208bba26,Thursday,afternoon,5,1,1,272,60,41,53,9,8,4,0.2,no,Koheda_Thursday,,
Hyderabad,Koheda,574013f14fdf4798208bba26,Thursday,evening_peak,0.5,0,0,184,34,4,23,5,1,0.5,0,no,Koheda_Thursday,,
Hyderabad,Koheda,574013f14fdf4798208bba26,Thursday,morning_peak,0.5,0,0,86,13,6,23,3.5,1.5,0.5,0,no,Koheda_Thursday,,
Hyderabad,Koheda,574013f14fdf4798208bba26,Tuesday,afternoon,7,0,0,266,59,37,47,9,7,7,0,no,Koheda_Tuesday,,
Hyderabad,Koheda,574013f14fdf4798208bba26,Tuesday,evening_peak,3,0,0,171,49,10,36,9,1,3,0,no,Koheda_Tuesday,,
Hyderabad,Koheda,574013f14fdf4798208bba26,Tuesday,morning_peak,2,0,0.25,69,19,10,13.5,5,2.5,2,0,no,Koheda_Tuesday,,
Hyderabad,Koheda,574013f14fdf4798208bba26,Wednesday,afternoon,1,0,0,111,28,4,20,5,1,1,0,no,Koheda_Wednesday,,
Hyderabad,Kondapur,574013f14fdf4798208bba26,Friday,afternoon,101,85,2.5,2227,496,388,441,99,79,16,0.841584158,no,Kondapur_Friday,,
Hyderabad,Kondapur,574013f14fdf4798208bba26,Friday,evening_peak,116,75,3.5,2915,610,385,586,127,79,41,0.646551724,no,Kondapur_Friday,,
Hyderabad,Kondapur,574013f14fdf4798208bba26,Friday,morning_peak,144,43.5,10,3664,624,403,799.5,152,100,100.5,0.302083333,no,Kondapur_Friday,,
Hyderabad,Kondapur,574013f14fdf4798208bba26,Monday,afternoon,112,79,2.5,2512,575,450,505,115,95,33,0.705357143,no,Kondapur_Monday,,
Hyderabad,Kondapur,574013f14fdf4798208bba26,Monday,evening_peak,116,91,4,2492,578,420,543,116,84,25,0.784482759,no,Kondapur_Monday,,
Hyderabad,Kondapur,574013f14fdf4798208bba26,Monday,morning_peak,244.5,44,23,4553,1270,506,958.5,274,121.5,200.5,0.1799591,no,Kondapur_Monday,,
Hyderabad,Kondapur,574013f14fdf4798208bba26,Saturday,afternoon,84,194,-12,2612,452,353,503,90,70,-110,2.30952381,yes,Kondapur_Saturday,,
Hyderabad,Kondapur,574013f14fdf4798208bba26,Saturday,evening_peak,113,71,4.5,2697,514,371,629,119,79,42,0.628318584,no,Kondapur_Saturday,,
Hyderabad,Kondapur,574013f14fdf4798208bba26,Saturday,morning_peak,86.5,50,3,1598,329,264,444,88,72.5,36.5,0.578034682,no,Kondapur_Saturday,,
Hyderabad,Kondapur,574013f14fdf4798208bba26,Sunday,afternoon,71,200,-17.5,2169,342,271,429,67,52,-129,2.816901408,yes,Kondapur_Sunday,,
Hyderabad,Kondapur,574013f14fdf4798208bba26,Sunday,evening_peak,78,49,4.5,2819,457,261,532,96,50,29,0.628205128,no,Kondapur_Sunday,,
Hyderabad,Kondapur,574013f14fdf4798208bba26,Sunday,morning_peak,52,43,1.25,1222,267,198,264,61.5,46,9,0.826923077,no,Kondapur_Sunday,,
Hyderabad,Kondapur,574013f14fdf4798208bba26,Thursday,afternoon,70,53,2.5,3218,405,272,634,77,54,17,0.757142857,no,Kondapur_Thursday,,
Hyderabad,Kondapur,574013f14fdf4798208bba26,Thursday,evening_peak,90,51,5,4910,567,250,1080,108,45,39,0.566666667,no,Kondapur_Thursday,,
Hyderabad,Kondapur,574013f14fdf4798208bba26,Thursday,morning_peak,159.5,25.5,14,8590,767,309,2042,182,77.5,134,0.159874608,no,Kondapur_Thursday,,
Hyderabad,Kondapur,574013f14fdf4798208bba26,Tuesday,afternoon,121,60,3.5,3945,558,323,791,116,68,61,0.495867769,no,Kondapur_Tuesday,,
Hyderabad,Kondapur,574013f14fdf4798208bba26,Tuesday,evening_peak,170,62,13.5,4251,864,267,867,180,64,108,0.364705882,no,Kondapur_Tuesday,,
Hyderabad,Kondapur,574013f14fdf4798208bba26,Tuesday,morning_peak,325.5,30,34.5,12053,1530,332,2995,371.5,77.5,295.5,0.092165899,no,Kondapur_Tuesday,,
Hyderabad,Kondapur,574013f14fdf4798208bba26,Wednesday,afternoon,90,54,5,4637,470,289,837,90,59,36,0.6,no,Kondapur_Wednesday,,
Hyderabad,Kondapur,574013f14fdf4798208bba26,Wednesday,evening_peak,137,52,11,5406,838,257,1248,167,60,85,0.379562044,no,Kondapur_Wednesday,,
Hyderabad,Kondapur,574013f14fdf4798208bba26,Wednesday,morning_peak,292,38,30.25,9566,1503,426,2621.5,374.5,103.5,254,0.130136986,no,Kondapur_Wednesday,,
Hyderabad,Kothaguda,574013f14fdf4798208bba26,Friday,afternoon,160,127,7,3635,902,738,722,175,148,33,0.79375,no,Kothaguda_Friday,,
Hyderabad,Kothaguda,574013f14fdf4798208bba26,Friday,evening_peak,208,89,14.5,4731,1094,774,883,188,144,119,0.427884615,no,Kothaguda_Friday,,
Hyderabad,Kothaguda,574013f14fdf4798208bba26,Friday,morning_peak,277,86,20,6507,1143,783,1350,281,201.5,191,0.310469314,no,Kothaguda_Friday,,
Hyderabad,Kothaguda,574013f14fdf4798208bba26,Monday,afternoon,174,152,8.5,3741,1002,824,698,183,155,22,0.873563218,no,Kothaguda_Monday,,
Hyderabad,Kothaguda,574013f14fdf4798208bba26,Monday,evening_peak,175,112,9.5,3944,954,762,848,184,150,63,0.64,no,Kothaguda_Monday,,
Hyderabad,Kothaguda,574013f14fdf4798208bba26,Monday,morning_peak,493.5,94.5,43.5,8592,2495,1170,1932.5,566,285,399,0.191489362,no,Kothaguda_Monday,,
Hyderabad,Kothaguda,574013f14fdf4798208bba26,Saturday,afternoon,184,186,-0.5,4770,915,755,953,178,148,-2,1.010869565,yes,Kothaguda_Saturday,,
Hyderabad,Kothaguda,574013f14fdf4798208bba26,Saturday,evening_peak,175,88,13.5,5156,1073,805,1013,226,179,87,0.502857143,no,Kothaguda_Saturday,,
Hyderabad,Kothaguda,574013f14fdf4798208bba26,Saturday,morning_peak,241,108.5,13.75,3376,936,778,856.5,239.5,198,132.5,0.450207469,no,Kothaguda_Saturday,,
Hyderabad,Kothaguda,574013f14fdf4798208bba26,Sunday,afternoon,173,214,-8.5,4622,876,716,898,171,137,-41,1.23699422,yes,Kothaguda_Sunday,,
Hyderabad,Kothaguda,574013f14fdf4798208bba26,Sunday,evening_peak,222,77,20,5809,1191,759,1139,250,146,145,0.346846847,no,Kothaguda_Sunday,,
Hyderabad,Kothaguda,574013f14fdf4798208bba26,Sunday,morning_peak,166,98,8.75,2616,681,551,686.5,188,151,68,0.590361446,no,Kothaguda_Sunday,,
Hyderabad,Kothaguda,574013f14fdf4798208bba26,Thursday,afternoon,127,109,4.5,4857,697,503,1059,119,92,18,0.858267717,no,Kothaguda_Thursday,,
Hyderabad,Kothaguda,574013f14fdf4798208bba26,Thursday,evening_peak,179,60,11.5,7401,1024,465,1332,227,92,119,0.335195531,no,Kothaguda_Thursday,,
Hyderabad,Kothaguda,574013f14fdf4798208bba26,Thursday,morning_peak,326,71.5,26,15930,1557,721,3871.5,388.5,185,254.5,0.219325153,no,Kothaguda_Thursday,,
Hyderabad,Kothaguda,574013f14fdf4798208bba26,Tuesday,afternoon,159,103,6.5,5528,953,527,877,177,89,56,0.647798742,no,Kothaguda_Tuesday,,
Hyderabad,Kothaguda,574013f14fdf4798208bba26,Tuesday,evening_peak,210,67,23,5790,1240,463,1138,272,94,143,0.319047619,no,Kothaguda_Tuesday,,
Hyderabad,Kothaguda,574013f14fdf4798208bba26,Tuesday,morning_peak,720,65,74.25,20887,3111,775,5421.5,795,203.5,655,0.090277778,no,Kothaguda_Tuesday,,
Hyderabad,Kothaguda,574013f14fdf4798208bba26,Wednesday,afternoon,169,97,8.5,6180,815,550,966,150,92,72,0.573964497,no,Kothaguda_Wednesday,,
Hyderabad,Kothaguda,574013f14fdf4798208bba26,Wednesday,evening_peak,198,49,22.5,7303,1399,493,1396,269,101,149,0.247474747,no,Kothaguda_Wednesday,,
Hyderabad,Kothaguda,574013f14fdf4798208bba26,Wednesday,morning_peak,517,82.5,51.25,14992,2575,899,4017,613.5,226.5,434.5,0.159574468,no,Kothaguda_Wednesday,,
Hyderabad,Kothaguda 2,574013f14fdf4798208bba26,Friday,afternoon,240,225,5,8777,1295,987,1749,256,194,15,0.9375,no,Kothaguda 2_Friday,,
Hyderabad,Kothaguda 2,574013f14fdf4798208bba26,Friday,evening_peak,353,184,20,11762,1790,1200,2513,371,250,169,0.521246459,no,Kothaguda 2_Friday,,
Hyderabad,Kothaguda 2,574013f14fdf4798208bba26,Friday,morning_peak,369.5,123.5,27.25,11868,1498,996,2705,381.5,244,246,0.334235453,no,Kothaguda 2_Friday,,
Hyderabad,Kothaguda 2,574013f14fdf4798208bba26,Monday,afternoon,273,264,4,7544,1366,1081,1443,262,207,9,0.967032967,no,Kothaguda 2_Monday,,
Hyderabad,Kothaguda 2,574013f14fdf4798208bba26,Monday,evening_peak,345,243,14,9161,1852,1319,1888,376,271,102,0.704347826,no,Kothaguda 2_Monday,,
Hyderabad,Kothaguda 2,574013f14fdf4798208bba26,Monday,morning_peak,627.5,152.5,51.5,11811,2974,1405,2904.5,738,343.5,475,0.243027888,no,Kothaguda 2_Monday,,
Hyderabad,Kothaguda 2,574013f14fdf4798208bba26,Saturday,afternoon,246,290,-4,10615,1373,1044,2058,267,201,-44,1.178861789,yes,Kothaguda 2_Saturday,,
Hyderabad,Kothaguda 2,574013f14fdf4798208bba26,Saturday,evening_peak,373,182,13,12658,1826,1260,2742,373,273,191,0.487935657,no,Kothaguda 2_Saturday,,
Hyderabad,Kothaguda 2,574013f14fdf4798208bba26,Saturday,morning_peak,296,157.5,11.5,7036,1159,926,1960.5,304,239,138.5,0.532094595,no,Kothaguda 2_Saturday,,
Hyderabad,Kothaguda 2,574013f14fdf4798208bba26,Sunday,afternoon,276,354,-9.5,10076,1374,1036,1969,256,182,-78,1.282608696,yes,Kothaguda 2_Sunday,,
Hyderabad,Kothaguda 2,574013f14fdf4798208bba26,Sunday,evening_peak,347,121,27.5,12858,1791,975,2756,371,203,226,0.34870317,no,Kothaguda 2_Sunday,,
Hyderabad,Kothaguda 2,574013f14fdf4798208bba26,Sunday,morning_peak,220.5,118,11.5,7663,932,739,1918.5,235.5,187.5,102.5,0.535147392,no,Kothaguda 2_Sunday,,
Hyderabad,Kothaguda 2,574013f14fdf4798208bba26,Thursday,afternoon,179,198,3.5,11336,1079,669,2222,178,133,-19,1.106145251,yes,Kothaguda 2_Thursday,,
Hyderabad,Kothaguda 2,574013f14fdf4798208bba26,Thursday,evening_peak,334,154,21,15174,1725,806,3797,377,174,180,0.461077844,no,Kothaguda 2_Thursday,,
Hyderabad,Kothaguda 2,574013f14fdf4798208bba26,Thursday,morning_peak,450.5,100,44.75,21671,2018,795,5388.5,499,197.5,350.5,0.221975583,no,Kothaguda 2_Thursday,,
Hyderabad,Kothaguda 2,574013f14fdf4798208bba26,Tuesday,afternoon,261,182,9.5,11348,1384,762,2266,257,151,79,0.697318008,no,Kothaguda 2_Tuesday,,
Hyderabad,Kothaguda 2,574013f14fdf4798208bba26,Tuesday,evening_peak,480,166,32,13498,2333,977,2860,489,231,314,0.345833333,no,Kothaguda 2_Tuesday,,
Hyderabad,Kothaguda 2,574013f14fdf4798208bba26,Tuesday,morning_peak,759,88.5,77.25,25124,3694,883,6160.5,897,208,670.5,0.116600791,no,Kothaguda 2_Tuesday,,
Hyderabad,Kothaguda 2,574013f14fdf4798208bba26,Wednesday,afternoon,204,165,6,12964,1152,698,2165,270,136,39,0.808823529,no,Kothaguda 2_Wednesday,,
Hyderabad,Kothaguda 2,574013f14fdf4798208bba26,Wednesday,evening_peak,458,132,43.5,17916,2534,901,3833,522,190,326,0.288209607,no,Kothaguda 2_Wednesday,,
Hyderabad,Kothaguda 2,574013f14fdf4798208bba26,Wednesday,morning_peak,633.5,113.5,59.5,20042,2930,1035,5289.5,774.5,267,520,0.179163378,no,Kothaguda 2_Wednesday,,
Hyderabad,Kothaguda X Road,574013f14fdf4798208bba26,Friday,afternoon,84,68,3,2127,456,348,373,88,69,16,0.80952381,no,Kothaguda X Road_Friday,,
Hyderabad,Kothaguda X Road,574013f14fdf4798208bba26,Friday,evening_peak,152,53,12,4508,848,559,908,168,115,99,0.348684211,no,Kothaguda X Road_Friday,,
Hyderabad,Kothaguda X Road,574013f14fdf4798208bba26,Friday,morning_peak,62.5,24.5,3.75,1145,249,190,262,66.5,50,38,0.392,no,Kothaguda X Road_Friday,,
Hyderabad,Kothaguda X Road,574013f14fdf4798208bba26,Monday,afternoon,81,74,-0.5,1746,396,303,333,72,58,7,0.913580247,no,Kothaguda X Road_Monday,,
Hyderabad,Kothaguda X Road,574013f14fdf4798208bba26,Monday,evening_peak,159,56,12,3673,772,575,669,153,109,103,0.352201258,no,Kothaguda X Road_Monday,,
Hyderabad,Kothaguda X Road,574013f14fdf4798208bba26,Monday,morning_peak,127.5,26,10.5,1864,515,320,384.5,119,86,101.5,0.203921569,no,Kothaguda X Road_Monday,,
Hyderabad,Kothaguda X Road,574013f14fdf4798208bba26,Saturday,afternoon,92,98,-2.5,2947,537,418,538,101,78,-6,1.065217391,yes,Kothaguda X Road_Saturday,,
Hyderabad,Kothaguda X Road,574013f14fdf4798208bba26,Saturday,evening_peak,170,53,11,6923,998,665,1126,171,129,117,0.311764706,no,Kothaguda X Road_Saturday,,
Hyderabad,Kothaguda X Road,574013f14fdf4798208bba26,Saturday,morning_peak,38,26,1.25,835,167,137,216,40.5,33.5,12,0.684210526,no,Kothaguda X Road_Saturday,,
Hyderabad,Kothaguda X Road,574013f14fdf4798208bba26,Sunday,afternoon,111,84,0.5,3060,548,419,636,115,86,27,0.756756757,no,Kothaguda X Road_Sunday,,
Hyderabad,Kothaguda X Road,574013f14fdf4798208bba26,Sunday,evening_peak,267,52,24.5,10572,1268,721,1862,282,151,215,0.194756554,no,Kothaguda X Road_Sunday,,
Hyderabad,Kothaguda X Road,574013f14fdf4798208bba26,Sunday,morning_peak,27,21,0.75,652,128,99,175,30,23.5,6,0.777777778,no,Kothaguda X Road_Sunday,,
Hyderabad,Kothaguda X Road,574013f14fdf4798208bba26,Thursday,afternoon,57,56,0,1936,285,198,343,66,41,1,0.98245614,no,Kothaguda X Road_Thursday,,
Hyderabad,Kothaguda X Road,574013f14fdf4798208bba26,Thursday,evening_peak,120,34,10,5632,777,339,1120,167,75,86,0.283333333,no,Kothaguda X Road_Thursday,,
Hyderabad,Kothaguda X Road,574013f14fdf4798208bba26,Thursday,morning_peak,64.5,18,4,2060,301,186,476.5,76.5,50,46.5,0.279069767,no,Kothaguda X Road_Thursday,,
Hyderabad,Kothaguda X Road,574013f14fdf4798208bba26,Tuesday,afternoon,56,51,0,1956,329,206,366,54,37,5,0.910714286,no,Kothaguda X Road_Tuesday,,
Hyderabad,Kothaguda X Road,574013f14fdf4798208bba26,Tuesday,evening_peak,149,35,12.5,5898,1035,323,1273,173,56,114,0.234899329,no,Kothaguda X Road_Tuesday,,
Hyderabad,Kothaguda X Road,574013f14fdf4798208bba26,Tuesday,morning_peak,135,15,12.75,3083,619,211,767,162,52,120,0.111111111,no,Kothaguda X Road_Tuesday,,
Hyderabad,Kothaguda X Road,574013f14fdf4798208bba26,Wednesday,afternoon,58,52,0,2108,312,207,400,57,40,6,0.896551724,no,Kothaguda X Road_Wednesday,,
Hyderabad,Kothaguda X Road,574013f14fdf4798208bba26,Wednesday,evening_peak,184,31,18.5,7510,1233,323,1397,226,67,153,0.168478261,no,Kothaguda X Road_Wednesday,,
Hyderabad,Kothaguda X Road,574013f14fdf4798208bba26,Wednesday,morning_peak,114,22,11,2411,529,226,626.5,138,56,92,0.192982456,no,Kothaguda X Road_Wednesday,,
Hyderabad,Koti,574013f14fdf4798208bba26,Friday,afternoon,152,56,11.5,2966,794,551,603,158,112,96,0.368421053,no,Koti_Friday,,
Hyderabad,Koti,574013f14fdf4798208bba26,Friday,evening_peak,165,54,14,3255,814,564,675,162,118,111,0.327272727,no,Koti_Friday,,
Hyderabad,Koti,574013f14fdf4798208bba26,Friday,morning_peak,67.5,71.5,1,1205,303,221,330.5,73.5,54.5,-4,1.059259259,yes,Koti_Friday,,
Hyderabad,Koti,574013f14fdf4798208bba26,Monday,afternoon,165,53,15,3611,847,586,719,164,117,112,0.321212121,no,Koti_Monday,,
Hyderabad,Koti,574013f14fdf4798208bba26,Monday,evening_peak,201,57,16,4317,917,627,952,188,138,144,0.28358209,no,Koti_Monday,,
Hyderabad,Koti,574013f14fdf4798208bba26,Monday,morning_peak,84.5,59,3.75,1338,349,253,342.5,81.5,63,25.5,0.698224852,no,Koti_Monday,,
Hyderabad,Koti,574013f14fdf4798208bba26,Saturday,afternoon,138,56,10.5,3756,808,596,793,167,129,82,0.405797101,no,Koti_Saturday,,
Hyderabad,Koti,574013f14fdf4798208bba26,Saturday,evening_peak,204,56,19.5,4982,1057,671,1006,219,149,148,0.274509804,no,Koti_Saturday,,
Hyderabad,Koti,574013f14fdf4798208bba26,Saturday,morning_peak,67,87,-1.25,1334,322,264,306.5,75.5,64.5,-20,1.298507463,yes,Koti_Saturday,,
Hyderabad,Koti,574013f14fdf4798208bba26,Sunday,afternoon,93,45,5,2466,450,299,487,89,60,48,0.483870968,no,Koti_Sunday,,
Hyderabad,Koti,574013f14fdf4798208bba26,Sunday,evening_peak,100,41,7,2784,505,309,562,102,65,59,0.41,no,Koti_Sunday,,
Hyderabad,Koti,574013f14fdf4798208bba26,Sunday,morning_peak,31,43.5,-1.75,955,165,131,213,35,27.5,-12.5,1.403225806,yes,Koti_Sunday,,
Hyderabad,Koti,574013f14fdf4798208bba26,Thursday,afternoon,165,38,15,5595,866,377,1175,164,76,127,0.23030303,no,Koti_Thursday,,
Hyderabad,Koti,574013f14fdf4798208bba26,Thursday,evening_peak,190,39,19,4870,971,398,1149,203,82,151,0.205263158,no,Koti_Thursday,,
Hyderabad,Koti,574013f14fdf4798208bba26,Thursday,morning_peak,65.5,60,2.5,2035,331,180,469.5,74,41.5,5.5,0.916030534,no,Koti_Thursday,,
Hyderabad,Koti,574013f14fdf4798208bba26,Tuesday,afternoon,164,41,15.5,4894,1033,449,896,206,91,123,0.25,no,Koti_Tuesday,,
Hyderabad,Koti,574013f14fdf4798208bba26,Tuesday,evening_peak,222,43,19.5,5483,1208,467,1092,229,96,179,0.193693694,no,Koti_Tuesday,,
Hyderabad,Koti,574013f14fdf4798208bba26,Tuesday,morning_peak,87,53.5,4.5,1801,435,205,431,109.5,48.5,33.5,0.614942529,no,Koti_Tuesday,,
