city,pickup_cluster,service_detail_id,week_period,time_period,demand,supply,mismatch_qr_level,fe_count,rr_count,net_count,fe_count_med,rr_count_med,net_count_med,mismtach_pred_tp,excess_supply_ratio,is_excess_supply,unique_name,dashboard validation,Note
Hyderabad,Erragadda Sunday Market,574013f14fdf4798208bba26,Monday,evening_peak,39,51,-1,968,216,159,202,39,33,-12,1.307692308,yes,Erragadda Sunday Market_Monday,,
Hyderabad,Erragadda Sunday Market,574013f14fdf4798208bba26,Monday,morning_peak,70,13.5,8,1350,315,136,329,82,34,56.5,0.192857143,no,Erragadda Sunday Market_Monday,,
Hyderabad,Erragadda Sunday Market,574013f14fdf4798208bba26,Saturday,afternoon,34,43,-0.5,934,162,127,179,32,23,-9,1.264705882,yes,Erragadda Sunday Market_Saturday,,
Hyderabad,Erragadda Sunday Market,574013f14fdf4798208bba26,Saturday,evening_peak,53,53,-0.5,1196,287,205,256,59,46,0,1,no,Erragadda Sunday Market_Saturday,,
Hyderabad,Erragadda Sunday Market,574013f14fdf4798208bba26,Saturday,morning_peak,49,18,3.75,697,201,152,188,52.5,38.5,31,0.367346939,no,Erragadda Sunday Market_Saturday,,
Hyderabad,Erragadda Sunday Market,574013f14fdf4798208bba26,Sunday,afternoon,40,44,0,1418,209,143,289,44,29,-4,1.1,yes,Erragadda Sunday Market_Sunday,,
Hyderabad,Erragadda Sunday Market,574013f14fdf4798208bba26,Sunday,evening_peak,42,30,2,1260,220,141,270,44,27,12,0.714285714,no,Erragadda Sunday Market_Sunday,,
Hyderabad,Erragadda Sunday Market,574013f14fdf4798208bba26,Sunday,morning_peak,33,19,1.5,917,148,108,187,35.5,25.5,14,0.575757576,no,Erragadda Sunday Market_Sunday,,
Hyderabad,Erragadda Sunday Market,574013f14fdf4798208bba26,Thursday,afternoon,25,18,1,959,169,94,210,38,21,7,0.72,no,Erragadda Sunday Market_Thursday,,
Hyderabad,Erragadda Sunday Market,574013f14fdf4798208bba26,Thursday,evening_peak,40,34,0.5,1145,244,129,255,49,28,6,0.85,no,Erragadda Sunday Market_Thursday,,
Hyderabad,Erragadda Sunday Market,574013f14fdf4798208bba26,Thursday,morning_peak,49,9,5.25,1825,225,84,415,54,21.5,40,0.183673469,no,Erragadda Sunday Market_Thursday,,
Hyderabad,Erragadda Sunday Market,574013f14fdf4798208bba26,Tuesday,afternoon,30,23,0.5,966,170,98,207,35,19,7,0.766666667,no,Erragadda Sunday Market_Tuesday,,
Hyderabad,Erragadda Sunday Market,574013f14fdf4798208bba26,Tuesday,evening_peak,39,37,0.5,1012,245,139,217,52,26,2,0.948717949,no,Erragadda Sunday Market_Tuesday,,
Hyderabad,Erragadda Sunday Market,574013f14fdf4798208bba26,Tuesday,morning_peak,76.5,11.5,8.25,1725,346,108,437,88,28,65,0.150326797,no,Erragadda Sunday Market_Tuesday,,
Hyderabad,Erragadda Sunday Market,574013f14fdf4798208bba26,Wednesday,afternoon,34,20,2,1113,179,98,218,38,20,14,0.588235294,no,Erragadda Sunday Market_Wednesday,,
Hyderabad,Erragadda Sunday Market,574013f14fdf4798208bba26,Wednesday,evening_peak,44,28,2,1196,240,113,226,49,23,16,0.636363636,no,Erragadda Sunday Market_Wednesday,,
Hyderabad,Erragadda Sunday Market,574013f14fdf4798208bba26,Wednesday,morning_peak,58.5,13,6.25,1367,290,104,351,73.5,25,45.5,0.222222222,no,Erragadda Sunday Market_Wednesday,,
Hyderabad,Falaknuma,574013f14fdf4798208bba26,Friday,afternoon,259,134,13.5,8139,1243,803,1686,261,183,125,0.517374517,no,Falaknuma_Friday,,
Hyderabad,Falaknuma,574013f14fdf4798208bba26,Friday,evening_peak,220,196,-0.5,9871,1048,678,1961,209,128,24,0.890909091,no,Falaknuma_Friday,,
Hyderabad,Falaknuma,574013f14fdf4798208bba26,Friday,morning_peak,149.5,110.5,7,4048,748,409,958.5,172.5,101,39,0.739130435,no,Falaknuma_Friday,,
Hyderabad,Falaknuma,574013f14fdf4798208bba26,Monday,afternoon,245,136,14.5,9590,1218,818,1889,232,157,109,0.555102041,no,Falaknuma_Monday,,
Hyderabad,Falaknuma,574013f14fdf4798208bba26,Monday,evening_peak,255,169,12,12687,1294,771,2550,254,149,86,0.662745098,no,Falaknuma_Monday,,
Hyderabad,Falaknuma,574013f14fdf4798208bba26,Monday,morning_peak,224.5,101,15,5777,928,502,1497,232.5,129.5,123.5,0.449888641,no,Falaknuma_Monday,,
Hyderabad,Falaknuma,574013f14fdf4798208bba26,Saturday,afternoon,246,201,6.5,9576,1201,843,1993,246,171,45,0.817073171,no,Falaknuma_Saturday,,
Hyderabad,Falaknuma,574013f14fdf4798208bba26,Saturday,evening_peak,257,191,7,11829,1229,769,2300,251,141,66,0.743190661,no,Falaknuma_Saturday,,
Hyderabad,Falaknuma,574013f14fdf4798208bba26,Saturday,morning_peak,163.5,146.5,6.75,3653,723,524,872.5,180.5,133.5,17,0.896024465,no,Falaknuma_Saturday,,
Hyderabad,Falaknuma,574013f14fdf4798208bba26,Sunday,afternoon,211,169,5,8871,1034,714,1885,210,139,42,0.800947867,no,Falaknuma_Sunday,,
Hyderabad,Falaknuma,574013f14fdf4798208bba26,Sunday,evening_peak,245,155,12.5,13242,1219,691,2476,246,138,90,0.632653061,no,Falaknuma_Sunday,,
Hyderabad,Falaknuma,574013f14fdf4798208bba26,Sunday,morning_peak,105.5,93,4,2920,530,368,720.5,120.5,81,12.5,0.881516588,no,Falaknuma_Sunday,,
Hyderabad,Falaknuma,574013f14fdf4798208bba26,Thursday,afternoon,236,114,19.5,11567,1320,626,2127,257,128,122,0.483050847,no,Falaknuma_Thursday,,
Hyderabad,Falaknuma,574013f14fdf4798208bba26,Thursday,evening_peak,268,120,16.5,12707,1667,520,2704,320,100,148,0.447761194,no,Falaknuma_Thursday,,
Hyderabad,Falaknuma,574013f14fdf4798208bba26,Thursday,morning_peak,219.5,92,15,8429,1090,367,2193.5,274,92.5,127.5,0.419134396,no,Falaknuma_Thursday,,
Hyderabad,Falaknuma,574013f14fdf4798208bba26,Tuesday,afternoon,271,96,22.5,16851,1620,612,3251,323,119,175,0.354243542,no,Falaknuma_Tuesday,,
Hyderabad,Falaknuma,574013f14fdf4798208bba26,Tuesday,evening_peak,286,151,18,15108,1493,660,2689,292,142,135,0.527972028,no,Falaknuma_Tuesday,,
Hyderabad,Falaknuma,574013f14fdf4798208bba26,Tuesday,morning_peak,239.5,101.5,18.75,9745,1184,425,2432,302,100.5,138,0.423799582,no,Falaknuma_Tuesday,,
Hyderabad,Falaknuma,574013f14fdf4798208bba26,Wednesday,afternoon,308,112,23,11933,1633,670,2452,327,135,196,0.363636364,no,Falaknuma_Wednesday,,
Hyderabad,Falaknuma,574013f14fdf4798208bba26,Wednesday,evening_peak,248,136,14.5,11889,1347,568,2275,280,113,112,0.548387097,no,Falaknuma_Wednesday,,
Hyderabad,Falaknuma,574013f14fdf4798208bba26,Wednesday,morning_peak,228,124.5,13.25,6233,1014,484,1584.5,256,120.5,103.5,0.546052632,no,Falaknuma_Wednesday,,
Hyderabad,Fox Sagar Lake,574013f14fdf4798208bba26,Friday,afternoon,2,2,0,154,41,26,30,10,5,0,1,no,Fox Sagar Lake_Friday,,
Hyderabad,Fox Sagar Lake,574013f14fdf4798208bba26,Friday,evening_peak,1,1,0,119,26,15,16,4,3,0,1,no,Fox Sagar Lake_Friday,,
Hyderabad,Fox Sagar Lake,574013f14fdf4798208bba26,Friday,morning_peak,4.5,4,0,221,38,25,50,8,6,0.5,0.888888889,no,Fox Sagar Lake_Friday,,
Hyderabad,Fox Sagar Lake,574013f14fdf4798208bba26,Monday,afternoon,3,9,-1,238,42,31,50,8,6,-6,3,yes,Fox Sagar Lake_Monday,,
Hyderabad,Fox Sagar Lake,574013f14fdf4798208bba26,Monday,evening_peak,4,6,-1,223,42,24,39,9,4,-2,1.5,yes,Fox Sagar Lake_Monday,,
Hyderabad,Fox Sagar Lake,574013f14fdf4798208bba26,Monday,morning_peak,10.5,9.5,0,283,52,28,71,12,7,1,0.904761905,no,Fox Sagar Lake_Monday,,
Hyderabad,Fox Sagar Lake,574013f14fdf4798208bba26,Saturday,afternoon,3,24,-2,175,37,24,38,8,5,-21,8,yes,Fox Sagar Lake_Saturday,,
Hyderabad,Fox Sagar Lake,574013f14fdf4798208bba26,Saturday,evening_peak,3,4,0,194,36,22,36,7,4,-1,1.333333333,yes,Fox Sagar Lake_Saturday,,
Hyderabad,Fox Sagar Lake,574013f14fdf4798208bba26,Saturday,morning_peak,7.5,10.5,0,201,46,35,53,10.5,8,-3,1.4,yes,Fox Sagar Lake_Saturday,,
Hyderabad,Fox Sagar Lake,574013f14fdf4798208bba26,Sunday,afternoon,3,15,-1.5,229,35,18,41,7,3,-12,5,yes,Fox Sagar Lake_Sunday,,
Hyderabad,Fox Sagar Lake,574013f14fdf4798208bba26,Sunday,evening_peak,4,4,0,254,37,13,48,9,2,0,1,no,Fox Sagar Lake_Sunday,,
Hyderabad,Fox Sagar Lake,574013f14fdf4798208bba26,Sunday,morning_peak,4,4,0,137,32,20,26,8,5,0,1,no,Fox Sagar Lake_Sunday,,
Hyderabad,Fox Sagar Lake,574013f14fdf4798208bba26,Thursday,afternoon,3,6,-0.5,208,32,14,36,6,3,-3,2,yes,Fox Sagar Lake_Thursday,,
Hyderabad,Fox Sagar Lake,574013f14fdf4798208bba26,Thursday,evening_peak,0,2,0,213,34,10,28,5,3,-2,inf,yes,Fox Sagar Lake_Thursday,,
Hyderabad,Fox Sagar Lake,574013f14fdf4798208bba26,Thursday,morning_peak,7,4.5,0,587,45,19,133,9.5,3.5,2.5,0.642857143,no,Fox Sagar Lake_Thursday,,
Hyderabad,Fox Sagar Lake,574013f14fdf4798208bba26,Tuesday,afternoon,3,5,-0.5,234,39,13,48,8,2,-2,1.666666667,yes,Fox Sagar Lake_Tuesday,,
Hyderabad,Fox Sagar Lake,574013f14fdf4798208bba26,Tuesday,evening_peak,2,2,0,159,38,19,18,5,3,0,1,no,Fox Sagar Lake_Tuesday,,
Hyderabad,Fox Sagar Lake,574013f14fdf4798208bba26,Tuesday,morning_peak,6.5,5,0,461,67,22,89,16.5,5.5,1.5,0.769230769,no,Fox Sagar Lake_Tuesday,,
Hyderabad,Fox Sagar Lake,574013f14fdf4798208bba26,Wednesday,afternoon,5,3,0,241,43,24,44,8,5,2,0.6,no,Fox Sagar Lake_Wednesday,,
Hyderabad,Fox Sagar Lake,574013f14fdf4798208bba26,Wednesday,evening_peak,1,2,0,203,36,14,44,7,3,-1,2,yes,Fox Sagar Lake_Wednesday,,
Hyderabad,Fox Sagar Lake,574013f14fdf4798208bba26,Wednesday,morning_peak,8.5,7.5,0,326,59,29,82.5,13,7.5,1,0.882352941,no,Fox Sagar Lake_Wednesday,,
Hyderabad,Gachibowli,574013f14fdf4798208bba26,Friday,afternoon,217,342,-16.5,5429,1081,790,1002,221,166,-125,1.576036866,yes,Gachibowli_Friday,,
Hyderabad,Gachibowli,574013f14fdf4798208bba26,Friday,evening_peak,315,130,25,9531,1715,918,1637,330,193,185,0.412698413,no,Gachibowli_Friday,,
Hyderabad,Gachibowli,574013f14fdf4798208bba26,Friday,morning_peak,234.5,3447.5,-263,4428,865,638,1177.5,218.5,167,-3213,14.70149254,yes,Gachibowli_Friday,,
Hyderabad,Gachibowli,574013f14fdf4798208bba26,Monday,afternoon,180,264,-12,4914,950,775,878,177,160,-84,1.466666667,yes,Gachibowli_Monday,,
Hyderabad,Gachibowli,574013f14fdf4798208bba26,Monday,evening_peak,328,147,28.5,8524,1712,1042,1944,400,245,181,0.448170732,no,Gachibowli_Monday,,
Hyderabad,Gachibowli,574013f14fdf4798208bba26,Monday,morning_peak,317.5,3750.5,-419.25,4799,1446,901,1084,315.5,217,-3433,11.81259843,yes,Gachibowli_Monday,,
Hyderabad,Gachibowli,574013f14fdf4798208bba26,Saturday,afternoon,179,293,-14,6241,915,639,1228,181,125,-114,1.636871508,yes,Gachibowli_Saturday,,
Hyderabad,Gachibowli,574013f14fdf4798208bba26,Saturday,evening_peak,222,152,8.5,6524,1078,739,1426,235,164,70,0.684684685,no,Gachibowli_Saturday,,
Hyderabad,Gachibowli,574013f14fdf4798208bba26,Saturday,morning_peak,168.5,2532.5,-247.25,2818,626,500,689,170.5,131.5,-2364,15.02967359,yes,Gachibowli_Saturday,,
Hyderabad,Gachibowli,574013f14fdf4798208bba26,Sunday,afternoon,163,187,-7.5,5397,817,591,1083,164,122,-24,1.147239264,yes,Gachibowli_Sunday,,
Hyderabad,Gachibowli,574013f14fdf4798208bba26,Sunday,evening_peak,168,114,11,5356,952,590,1031,185,113,54,0.678571429,no,Gachibowli_Sunday,,
Hyderabad,Gachibowli,574013f14fdf4798208bba26,Sunday,morning_peak,114,1359,-141.5,2401,472,355,569.5,121.5,88.5,-1245,11.92105263,yes,Gachibowli_Sunday,,
Hyderabad,Gachibowli,574013f14fdf4798208bba26,Thursday,afternoon,133,160,-1.5,7427,738,508,1154,144,97,-27,1.203007519,yes,Gachibowli_Thursday,,
Hyderabad,Gachibowli,574013f14fdf4798208bba26,Thursday,evening_peak,292,102,21.5,17001,1777,646,3914,324,141,190,0.349315068,no,Gachibowli_Thursday,,
Hyderabad,Gachibowli,574013f14fdf4798208bba26,Thursday,morning_peak,245,2519.5,-128,8782,1035,519,1902,226.5,129,-2274.5,10.28367347,yes,Gachibowli_Thursday,,
Hyderabad,Gachibowli,574013f14fdf4798208bba26,Tuesday,afternoon,149,253,-13,6891,957,557,1146,153,105,-104,1.697986577,yes,Gachibowli_Tuesday,,
Hyderabad,Gachibowli,574013f14fdf4798208bba26,Tuesday,evening_peak,515,108,47.5,18236,3118,669,3884,746,151,407,0.209708738,no,Gachibowli_Tuesday,,
Hyderabad,Gachibowli,574013f14fdf4798208bba26,Tuesday,morning_peak,460.5,2621,-144.25,11356,2007,571,2901.5,534.5,151.5,-2160.5,5.691639522,yes,Gachibowli_Tuesday,,
Hyderabad,Gachibowli,574013f14fdf4798208bba26,Wednesday,afternoon,153,216,-9,7726,829,465,1171,139,104,-63,1.411764706,yes,Gachibowli_Wednesday,,
Hyderabad,Gachibowli,574013f14fdf4798208bba26,Wednesday,evening_peak,477,100,47.5,23079,2974,644,4470,631,127,377,0.209643606,no,Gachibowli_Wednesday,,
Hyderabad,Gachibowli,574013f14fdf4798208bba26,Wednesday,morning_peak,336,2830.5,-249,8008,1605,681,2097,376.5,153.5,-2494.5,8.424107143,yes,Gachibowli_Wednesday,,
Hyderabad,Gajularamaram,574013f14fdf4798208bba26,Friday,afternoon,35,51,-2.5,1174,174,116,222,36,23,-16,1.457142857,yes,Gajularamaram_Friday,yes,
Hyderabad,Gajularamaram,574013f14fdf4798208bba26,Friday,evening_peak,30,36,-1.5,1119,157,117,247,29,22,-6,1.2,yes,Gajularamaram_Friday,yes,
Hyderabad,Gajularamaram,574013f14fdf4798208bba26,Friday,morning_peak,32.5,21,1.25,1845,170,95,468.5,38.5,23.5,11.5,0.646153846,no,Gajularamaram_Friday,no,
Hyderabad,Gajularamaram,574013f14fdf4798208bba26,Monday,afternoon,29,77,-6,1252,150,105,229,31,21,-48,2.655172414,yes,Gajularamaram_Monday,yes,
Hyderabad,Gajularamaram,574013f14fdf4798208bba26,Monday,evening_peak,34,56,-3.5,802,176,131,153,38,28,-22,1.647058824,yes,Gajularamaram_Monday,yes,
Hyderabad,Gajularamaram,574013f14fdf4798208bba26,Monday,morning_peak,55,26,3.5,1505,276,137,372,74,37,29,0.472727273,no,Gajularamaram_Monday,no,
Hyderabad,Gajularamaram,574013f14fdf4798208bba26,Saturday,afternoon,25,120,-12,1610,168,112,325,35,24,-95,4.8,yes,Gajularamaram_Saturday,yes,
Hyderabad,Gajularamaram,574013f14fdf4798208bba26,Saturday,evening_peak,37,61,-2.5,1263,177,130,246,36,28,-24,1.648648649,yes,Gajularamaram_Saturday,yes,
Hyderabad,Gajularamaram,574013f14fdf4798208bba26,Saturday,morning_peak,47,26,2.25,946,171,137,248,41.5,34,21,0.553191489,no,Gajularamaram_Saturday,no,
Hyderabad,Gajularamaram,574013f14fdf4798208bba26,Sunday,afternoon,31,57,-4,1453,178,128,279,39,23,-26,1.838709677,yes,Gajularamaram_Sunday,yes,
Hyderabad,Gajularamaram,574013f14fdf4798208bba26,Sunday,evening_peak,30,34,-0.5,1394,180,107,275,39,22,-4,1.133333333,yes,Gajularamaram_Sunday,yes,
Hyderabad,Gajularamaram,574013f14fdf4798208bba26,Sunday,morning_peak,24.5,22.5,0.25,883,104,78,243.5,28,22.5,2,0.918367347,no,Gajularamaram_Sunday,no,
Hyderabad,Gajularamaram,574013f14fdf4798208bba26,Thursday,afternoon,18,28,-0.5,1717,115,60,347,23,12,-10,1.555555556,yes,Gajularamaram_Thursday,yes,
Hyderabad,Gajularamaram,574013f14fdf4798208bba26,Thursday,evening_peak,27,30,-0.5,1510,162,80,287,26,13,-3,1.111111111,yes,Gajularamaram_Thursday,yes,
Hyderabad,Gajularamaram,574013f14fdf4798208bba26,Thursday,morning_peak,32.5,15,1.25,3272,204,72,851.5,49.5,18,17.5,0.461538462,no,Gajularamaram_Thursday,no,
Hyderabad,Gajularamaram,574013f14fdf4798208bba26,Tuesday,afternoon,20,31,-1,1274,156,64,262,30,13,-11,1.55,yes,Gajularamaram_Tuesday,yes,
Hyderabad,Gajularamaram,574013f14fdf4798208bba26,Tuesday,evening_peak,33,36,-1,963,176,101,217,37,25,-3,1.090909091,yes,Gajularamaram_Tuesday,yes,
Hyderabad,Gajularamaram,574013f14fdf4798208bba26,Tuesday,morning_peak,48.5,16,3.75,2533,277,89,654.5,71.5,22,32.5,0.329896907,no,Gajularamaram_Tuesday,no,
Hyderabad,Gajularamaram,574013f14fdf4798208bba26,Wednesday,afternoon,21,21,0,1716,140,59,341,29,12,0,1,no,Gajularamaram_Wednesday,no,
Hyderabad,Gajularamaram,574013f14fdf4798208bba26,Wednesday,evening_peak,24,22,0,1097,133,81,218,25,15,2,0.916666667,no,Gajularamaram_Wednesday,no,
Hyderabad,Gajularamaram,574013f14fdf4798208bba26,Wednesday,morning_peak,38.5,21.5,2.5,2002,248,97,497,58,24.5,17,0.558441558,no,Gajularamaram_Wednesday,no,
Hyderabad,Gandhi Bhavan,574013f14fdf4798208bba26,Friday,afternoon,90,29,8,2138,459,307,413,87,61,61,0.322222222,no,Gandhi Bhavan_Friday,,
Hyderabad,Gandhi Bhavan,574013f14fdf4798208bba26,Friday,evening_peak,97,29,8,1967,447,279,428,92,60,68,0.298969072,no,Gandhi Bhavan_Friday,,
Hyderabad,Gandhi Bhavan,574013f14fdf4798208bba26,Friday,morning_peak,51.5,39,2.25,858,251,166,202,58.5,36.5,12.5,0.757281553,no,Gandhi Bhavan_Friday,,
Hyderabad,Gandhi Bhavan,574013f14fdf4798208bba26,Monday,afternoon,80,26,7,2282,472,290,437,95,59,54,0.325,no,Gandhi Bhavan_Monday,,
Hyderabad,Gandhi Bhavan,574013f14fdf4798208bba26,Monday,evening_peak,99,31,9,2565,462,271,566,87,54,68,0.313131313,no,Gandhi Bhavan_Monday,,
Hyderabad,Gandhi Bhavan,574013f14fdf4798208bba26,Monday,morning_peak,63.5,36,3,966,271,180,251,67,44.5,27.5,0.566929134,no,Gandhi Bhavan_Monday,,
Hyderabad,Gandhi Bhavan,574013f14fdf4798208bba26,Saturday,afternoon,82,32,5,2364,454,330,485,88,62,50,0.390243902,no,Gandhi Bhavan_Saturday,,
Hyderabad,Gandhi Bhavan,574013f14fdf4798208bba26,Saturday,evening_peak,124,31,11.5,3395,606,300,737,128,57,93,0.25,no,Gandhi Bhavan_Saturday,,
Hyderabad,Gandhi Bhavan,574013f14fdf4798208bba26,Saturday,morning_peak,39.5,58,-2.75,732,165,134,161,44,35.5,-18.5,1.46835443,yes,Gandhi Bhavan_Saturday,,
Hyderabad,Gandhi Bhavan,574013f14fdf4798208bba26,Sunday,afternoon,50,26,2.5,1472,237,175,301,46,36,24,0.52,no,Gandhi Bhavan_Sunday,,
Hyderabad,Gandhi Bhavan,574013f14fdf4798208bba26,Sunday,evening_peak,55,18,3.5,1883,305,152,367,60,29,37,0.327272727,no,Gandhi Bhavan_Sunday,,
Hyderabad,Gandhi Bhavan,574013f14fdf4798208bba26,Sunday,morning_peak,24.5,33,-1,566,105,76,127,27,16.5,-8.5,1.346938776,yes,Gandhi Bhavan_Sunday,,
Hyderabad,Gandhi Bhavan,574013f14fdf4798208bba26,Thursday,afternoon,83,22,7.5,2802,399,198,493,84,42,61,0.265060241,no,Gandhi Bhavan_Thursday,,
Hyderabad,Gandhi Bhavan,574013f14fdf4798208bba26,Thursday,evening_peak,99,23,9,3356,521,203,645,109,40,76,0.232323232,no,Gandhi Bhavan_Thursday,,
Hyderabad,Gandhi Bhavan,574013f14fdf4798208bba26,Thursday,morning_peak,46,39.5,1.75,1227,204,114,288.5,49,29,6.5,0.858695652,no,Gandhi Bhavan_Thursday,,
Hyderabad,Gandhi Bhavan,574013f14fdf4798208bba26,Tuesday,afternoon,95,24,8,3037,514,226,549,88,47,71,0.252631579,no,Gandhi Bhavan_Tuesday,,
Hyderabad,Gandhi Bhavan,574013f14fdf4798208bba26,Tuesday,evening_peak,113,27,12.5,3321,666,230,623,130,47,86,0.238938053,no,Gandhi Bhavan_Tuesday,,
Hyderabad,Gandhi Bhavan,574013f14fdf4798208bba26,Tuesday,morning_peak,61.5,31,3.75,1051,292,156,251.5,74.5,40,30.5,0.504065041,no,Gandhi Bhavan_Tuesday,,
Hyderabad,Gandhi Bhavan,574013f14fdf4798208bba26,Wednesday,afternoon,97,25,9,3115,525,217,662,102,41,72,0.257731959,no,Gandhi Bhavan_Wednesday,,
Hyderabad,Gandhi Bhavan,574013f14fdf4798208bba26,Wednesday,evening_peak,89,27,9,3291,622,204,665,104,42,62,0.303370787,no,Gandhi Bhavan_Wednesday,,
Hyderabad,Gandhi Bhavan,574013f14fdf4798208bba26,Wednesday,morning_peak,52,36.5,2.5,1058,252,162,243,62.5,40.5,15.5,0.701923077,no,Gandhi Bhavan_Wednesday,,
Hyderabad,Gandi Maisamma,574013f14fdf4798208bba26,Friday,afternoon,22,39,-3,840,120,64,162,24,14,-17,1.772727273,yes,Gandi Maisamma_Friday,,
Hyderabad,Gandi Maisamma,574013f14fdf4798208bba26,Friday,evening_peak,15,33,-3,947,127,53,196,25,11,-18,2.2,yes,Gandi Maisamma_Friday,,
Hyderabad,Gandi Maisamma,574013f14fdf4798208bba26,Friday,morning_peak,18.5,39,-3,615,89,42,158,20.5,11.5,-20.5,2.108108108,yes,Gandi Maisamma_Friday,,
Hyderabad,Gandi Maisamma,574013f14fdf4798208bba26,Monday,afternoon,21,33,-2,908,147,91,168,27,17,-12,1.571428571,yes,Gandi Maisamma_Monday,,
Hyderabad,Gandi Maisamma,574013f14fdf4798208bba26,Monday,evening_peak,25,45,-2,733,129,72,142,28,15,-20,1.8,yes,Gandi Maisamma_Monday,,
Hyderabad,Gandi Maisamma,574013f14fdf4798208bba26,Monday,morning_peak,29.5,50.5,-2.75,622,119,78,165.5,32,20.5,-21,1.711864407,yes,Gandi Maisamma_Monday,,
Hyderabad,Gandi Maisamma,574013f14fdf4798208bba26,Saturday,afternoon,19,43,-3.5,797,102,62,167,20,13,-24,2.263157895,yes,Gandi Maisamma_Saturday,,
Hyderabad,Gandi Maisamma,574013f14fdf4798208bba26,Saturday,evening_peak,25,35,-1,939,130,78,167,22,15,-10,1.4,yes,Gandi Maisamma_Saturday,,
Hyderabad,Gandi Maisamma,574013f14fdf4798208bba26,Saturday,morning_peak,18,36.5,-2.75,527,92,57,119.5,21,15.5,-18.5,2.027777778,yes,Gandi Maisamma_Saturday,,
Hyderabad,Gandi Maisamma,574013f14fdf4798208bba26,Sunday,afternoon,13,33,-2.5,744,97,60,142,14,11,-20,2.538461538,yes,Gandi Maisamma_Sunday,,
Hyderabad,Gandi Maisamma,574013f14fdf4798208bba26,Sunday,evening_peak,12,15,-0.5,568,91,49,103,14,10,-3,1.25,yes,Gandi Maisamma_Sunday,,
Hyderabad,Gandi Maisamma,574013f14fdf4798208bba26,Sunday,morning_peak,11,31,-2.75,427,50,34,108,12,9,-20,2.818181818,yes,Gandi Maisamma_Sunday,,
Hyderabad,Gandi Maisamma,574013f14fdf4798208bba26,Thursday,afternoon,14,33,-2,1046,105,36,196,17,7,-19,2.357142857,yes,Gandi Maisamma_Thursday,,
Hyderabad,Gandi Maisamma,574013f14fdf4798208bba26,Thursday,evening_peak,21,28,-1.5,1089,132,54,213,29,11,-7,1.333333333,yes,Gandi Maisamma_Thursday,,
Hyderabad,Gandi Maisamma,574013f14fdf4798208bba26,Thursday,morning_peak,25,40.5,-1.5,1460,114,55,367,29,13.5,-15.5,1.62,yes,Gandi Maisamma_Thursday,,
Hyderabad,Gandi Maisamma,574013f14fdf4798208bba26,Tuesday,afternoon,16,46,-2.5,783,129,56,163,21,11,-30,2.875,yes,Gandi Maisamma_Tuesday,,
Hyderabad,Gandi Maisamma,574013f14fdf4798208bba26,Tuesday,evening_peak,24,31,-1.5,1037,125,53,193,26,10,-7,1.291666667,yes,Gandi Maisamma_Tuesday,,
Hyderabad,Gandi Maisamma,574013f14fdf4798208bba26,Tuesday,morning_peak,20.5,36.5,-1.5,689,102,50,148.5,24,11,-16,1.780487805,yes,Gandi Maisamma_Tuesday,,
Hyderabad,Gandi Maisamma,574013f14fdf4798208bba26,Wednesday,afternoon,21,25,-1,943,136,52,208,30,10,-4,1.19047619,yes,Gandi Maisamma_Wednesday,,
Hyderabad,Gandi Maisamma,574013f14fdf4798208bba26,Wednesday,evening_peak,24,31,-1,1436,142,47,351,32,8,-7,1.291666667,yes,Gandi Maisamma_Wednesday,,
Hyderabad,Gandi Maisamma,574013f14fdf4798208bba26,Wednesday,morning_peak,26,40,-1,762,110,65,197,30,16.5,-14,1.538461538,yes,Gandi Maisamma_Wednesday,,
Hyderabad,Gandipet ,574013f14fdf4798208bba26,Friday,afternoon,69,99,-2.5,2973,425,241,559,84,49,-30,1.434782609,yes,Gandipet _Friday,,
Hyderabad,Gandipet ,574013f14fdf4798208bba26,Friday,evening_peak,94,41,5,4397,548,224,858,107,48,53,0.436170213,no,Gandipet _Friday,,
Hyderabad,Gandipet ,574013f14fdf4798208bba26,Friday,morning_peak,65,66.5,2,1937,351,208,483,83,55.5,-1.5,1.023076923,yes,Gandipet _Friday,,
Hyderabad,Gandipet ,574013f14fdf4798208bba26,Monday,afternoon,69,97,-4,2820,451,279,557,88,60,-28,1.405797101,yes,Gandipet _Monday,,
Hyderabad,Gandipet ,574013f14fdf4798208bba26,Monday,evening_peak,104,58,4.5,3303,530,282,736,123,64,46,0.557692308,no,Gandipet _Monday,,
Hyderabad,Gandipet ,574013f14fdf4798208bba26,Monday,morning_peak,80.5,77,1.25,1788,368,243,423,86.5,56.5,3.5,0.956521739,no,Gandipet _Monday,,
Hyderabad,Gandipet ,574013f14fdf4798208bba26,Saturday,afternoon,68,88,-1.5,3668,441,230,740,92,47,-20,1.294117647,yes,Gandipet _Saturday,,
Hyderabad,Gandipet ,574013f14fdf4798208bba26,Saturday,evening_peak,71,67,1,3478,410,205,751,84,44,4,0.943661972,no,Gandipet _Saturday,,
Hyderabad,Gandipet ,574013f14fdf4798208bba26,Saturday,morning_peak,69,87,-1,1927,298,202,497.5,78,52,-18,1.260869565,yes,Gandipet _Saturday,,
Hyderabad,Gandipet ,574013f14fdf4798208bba26,Sunday,afternoon,55,112,-6.5,3507,343,167,670,66,33,-57,2.036363636,yes,Gandipet _Sunday,,
Hyderabad,Gandipet ,574013f14fdf4798208bba26,Sunday,evening_peak,63,41,1.5,3226,406,167,702,79,31,22,0.650793651,no,Gandipet _Sunday,,
