city,pickup_cluster,pickup_hex_8,usecase_tag,fe_count,requested_orders,net_orders,high_income_%,high_income_thrshld,affluence_hi_tag,fe_bucket,flag_2
Bangalore,Sarjapur Road,8861892099fffff,Unknown,2238,468,212,43.0,32.0,High,451-3500,Less fe
Bangalore,Kadubeesanahalli ORR,8861892097fffff,office,40708,8710,2721,47.0,32.0,High,3500+,High fe
Bangalore,Kadubeesanahalli,8861892095fffff,residential,10620,2371,1056,46.0,32.0,High,3500+,High fe
Bangalore,RMZ Ecospace - Bellandur,8861892093fffff,office,33651,5918,1516,49.0,32.0,High,3500+,High fe
Bangalore,Kadubeesanahalli,8861892091fffff,residential,24799,5192,2051,50.0,32.0,High,3500+,High fe
Bangalore,Balagere,886189208dfffff,residential,3226,723,243,37.0,32.0,High,451-3500,Less fe
Bangalore,Balagere,886189208bfffff,residential,133,43,15,29.0,32.0,Less,61-450,Less fe
Bangalore,Balagere,8861892089fffff,residential,3702,877,241,45.0,32.0,High,3500+,High fe
Bangalore,Munnekollal,8861892087fffff,office,29304,7051,2318,48.0,32.0,High,3500+,High fe
Bangalore,Columbia Asia Whitefield,8861892085fffff,Unknown,2552,625,149,40.0,32.0,High,451-3500,Less fe
Bangalore,Balagere,8861892083fffff,residential,1975,459,155,40.0,32.0,High,451-3500,Less fe
Bangalore,Balagere,8861892081fffff,residential,4210,1106,334,47.0,32.0,High,3500+,High fe
Bangalore,Sarjapur,886189205bfffff,,17,2,1,12.0,32.0,Less,0-60,Less fe
Bangalore,Sarjapur,8861892057fffff,,20,3,0,33.0,32.0,High,0-60,Less fe
Bangalore,Sarjapur,8861892055fffff,,62,11,1,17.0,32.0,Less,0-60,Less fe
Bangalore,Muthsandra,8861892041fffff,,3,1,0,0.0,32.0,Less,0-60,Less fe
Bangalore,Sarjapur,886189203dfffff,,467,92,18,25.0,32.0,Less,451-3500,Less fe
Bangalore,Varthur,886189203bfffff,Unknown,792,143,45,37.0,32.0,High,451-3500,Less fe
Bangalore,Sarjapur,8861892039fffff,Unknown,126,36,8,43.0,32.0,High,61-450,Less fe
Bangalore,Varthur,8861892037fffff,Unknown,4471,920,365,38.0,32.0,High,3500+,High fe
Bangalore,Sarjapur,8861892035fffff,Unknown,595,107,29,39.0,32.0,High,451-3500,Less fe
Bangalore,Varthur,8861892033fffff,Unknown,43,10,3,50.0,32.0,High,0-60,Less fe
Bangalore,Varthur,8861892031fffff,Unknown,60,8,2,17.0,32.0,Less,0-60,Less fe
Bangalore,Muthsandra,886189202bfffff,,15,4,1,29.0,32.0,Less,0-60,Less fe
Bangalore,Muthsandra,8861892029fffff,,33,1,0,17.0,32.0,Less,0-60,Less fe
Bangalore,Muthsandra,8861892025fffff,Unknown,6,3,1,67.0,32.0,High,0-60,Less fe
Bangalore,Muthsandra,8861892023fffff,Unknown,38,7,0,0.0,32.0,Less,0-60,Less fe
Bangalore,Muthsandra,8861892021fffff,Unknown,4,3,0,0.0,32.0,Less,0-60,Less fe
Bangalore,Sarjapur,886189201dfffff,Unknown,28,11,4,7.0,32.0,Less,0-60,Less fe
Bangalore,Sarjapur,886189201bfffff,Unknown,32,3,1,40.0,32.0,High,0-60,Less fe
Bangalore,Sarjapur,8861892019fffff,Unknown,67,3,0,20.0,32.0,Less,61-450,Less fe
Bangalore,Varthur,8861892017fffff,Unknown,2408,531,183,35.0,32.0,High,451-3500,Less fe
Bangalore,Sarjapur,8861892015fffff,Unknown,734,113,31,27.0,32.0,Less,451-3500,Less fe
Bangalore,Varthur,8861892013fffff,Unknown,1554,325,92,41.0,32.0,High,451-3500,Less fe
Bangalore,Sarjapur,8861892011fffff,Unknown,419,91,32,30.0,32.0,Less,61-450,Less fe
Bangalore,Muthsandra,886189200dfffff,,60,25,2,24.0,32.0,Less,0-60,Less fe
Bangalore,Sarjapur,886189200bfffff,,16,2,0,60.0,32.0,High,0-60,Less fe
Bangalore,Muthsandra,8861892009fffff,,39,9,0,45.0,32.0,High,0-60,Less fe
Bangalore,Sarjapur,8861892007fffff,,84,26,6,17.0,32.0,Less,61-450,Less fe
Bangalore,Muthsandra,8861892005fffff,,61,22,1,55.0,32.0,High,0-60,Less fe
Bangalore,Sarjapur,8861892003fffff,,70,17,2,22.0,32.0,Less,61-450,Less fe
Bangalore,Sarjapur,8861892001fffff,,31,4,0,38.0,32.0,High,0-60,Less fe
Bangalore,Bangalore Airport,886016976bfffff,,722,106,28,24.0,32.0,Less,451-3500,Less fe
Bangalore,Yelanhanka,886016975dfffff,Unknown,97,23,6,26.0,32.0,Less,61-450,Less fe
Bangalore,Yelanhanka,8860169759fffff,residential,605,93,43,34.0,32.0,High,451-3500,Less fe
Bangalore,Yelanhanka,8860169753fffff,residential,611,81,20,18.0,32.0,Less,451-3500,Less fe
Bangalore,Yelanhanka,8860169751fffff,Unknown,35,3,1,11.0,32.0,Less,0-60,Less fe
Bangalore,Bagalur,886016974dfffff,,32,4,0,21.0,32.0,Less,0-60,Less fe
Bangalore,Yelanhanka,886016974bfffff,educational,621,103,40,34.0,32.0,High,451-3500,Less fe
Bangalore,Bagalur,8860169749fffff,residential,254,35,18,23.0,32.0,Less,61-450,Less fe
Bangalore,Yelanhanka,8860169743fffff,Unknown,103,21,5,30.0,32.0,Less,61-450,Less fe
Bangalore,Bagalur,8860169741fffff,Unknown,250,38,10,23.0,32.0,Less,61-450,Less fe
Bangalore,Doddaballapura,886016973dfffff,,631,89,12,12.0,32.0,Less,451-3500,Less fe
Bangalore,Doddaballapura,886016973bfffff,,12,1,0,20.0,32.0,Less,0-60,Less fe
Bangalore,Doddaballapura,8860169739fffff,,28,7,0,17.0,32.0,Less,0-60,Less fe
Bangalore,Doddaballapura,8860169737fffff,,26,4,1,11.0,32.0,Less,0-60,Less fe
Bangalore,Doddaballapura,8860169735fffff,,11,3,0,17.0,32.0,Less,0-60,Less fe
Bangalore,Doddaballapura,8860169733fffff,,10,3,0,29.0,32.0,Less,0-60,Less fe
Bangalore,Doddaballapura,886016972bfffff,,36,4,0,22.0,32.0,Less,0-60,Less fe
Bangalore,Doddaballapura,8860169723fffff,,24,7,2,22.0,32.0,Less,0-60,Less fe
Bangalore,Doddaballapura,886016971dfffff,,12,5,1,50.0,32.0,High,0-60,Less fe
Bangalore,Yelanhanka,886016971bfffff,Unknown,292,48,13,22.0,32.0,Less,61-450,Less fe
Bangalore,Yelanhanka,8860169719fffff,educational,132,19,3,27.0,32.0,Less,61-450,Less fe
Bangalore,Doddaballapura,8860169717fffff,,17,7,1,60.0,32.0,High,0-60,Less fe
Bangalore,Doddaballapura,8860169715fffff,,17,3,1,14.0,32.0,Less,0-60,Less fe
Bangalore,Doddaballapura,8860169713fffff,Unknown,35,9,2,10.0,32.0,Less,0-60,Less fe
Bangalore,Doddaballapura,8860169711fffff,Unknown,279,38,9,17.0,32.0,Less,61-450,Less fe
Bangalore,Doddaballapura,886016970dfffff,,210,16,4,14.0,32.0,Less,61-450,Less fe
Bangalore,Doddaballapura,886016970bfffff,,87,10,3,21.0,32.0,Less,61-450,Less fe
Bangalore,Doddaballapura,8860169709fffff,,51,8,1,35.0,32.0,High,0-60,Less fe
Bangalore,Doddaballapura,8860169707fffff,,103,12,3,23.0,32.0,Less,61-450,Less fe
Bangalore,Doddaballapura,8860169705fffff,,99,4,0,31.0,32.0,Less,61-450,Less fe
Bangalore,Doddaballapura,8860169701fffff,,271,36,11,18.0,32.0,Less,61-450,Less fe
Bangalore,Veerasandra,88601696edfffff,Unknown,268,45,22,18.0,32.0,Less,61-450,Less fe
Bangalore,Veerasandra,88601696ebfffff,,274,47,14,20.0,32.0,Less,61-450,Less fe
Bangalore,Veerasandra,88601696e9fffff,Unknown,637,95,41,27.0,32.0,Less,451-3500,Less fe
Bangalore,Veerasandra,88601696e3fffff,,73,10,3,36.0,32.0,High,61-450,Less fe
Bangalore,Veerasandra,88601696e1fffff,,85,17,7,14.0,32.0,Less,61-450,Less fe
Bangalore,Chikkabanavara,88601696ddfffff,Unknown,1194,251,94,29.0,32.0,Less,451-3500,Less fe
Bangalore,Chikkabanavara,88601696dbfffff,educational,3077,599,281,29.0,32.0,Less,451-3500,Less fe
Bangalore,Chikkabanavara,88601696d9fffff,Unknown,1225,304,118,32.0,32.0,Less,451-3500,Less fe
Bangalore,Soladevanahalli,88601696d7fffff,Unknown,166,26,5,20.0,32.0,Less,61-450,Less fe
Bangalore,Soladevanahalli,88601696d5fffff,Unknown,467,109,37,25.0,32.0,Less,451-3500,Less fe
Bangalore,Chikkabanavara,88601696d3fffff,Unknown,2642,475,210,32.0,32.0,Less,451-3500,Less fe
Bangalore,Chikkabanavara,88601696d1fffff,Unknown,1187,175,55,26.0,32.0,Less,451-3500,Less fe
Bangalore,Vidyaranyapura,88601696cdfffff,Unknown,768,163,47,32.0,32.0,Less,451-3500,Less fe
Bangalore,Vidyaranyapura,88601696cbfffff,residential,877,184,64,27.0,32.0,Less,451-3500,Less fe
Bangalore,Vidyaranyapura,88601696c9fffff,residential,1313,237,91,30.0,32.0,Less,451-3500,Less fe
Bangalore,Veerasandra,88601696c7fffff,,198,35,7,27.0,32.0,Less,61-450,Less fe
Bangalore,Veerasandra,88601696c5fffff,residential,992,171,72,29.0,32.0,Less,451-3500,Less fe
Bangalore,Veerasandra,88601696c3fffff,Unknown,153,22,5,24.0,32.0,Less,61-450,Less fe
Bangalore,Vidyaranyapura,88601696c1fffff,Unknown,619,127,47,27.0,32.0,Less,451-3500,Less fe
Bangalore,Soladevanahalli,88601696bbfffff,,45,6,2,43.0,32.0,High,0-60,Less fe
Bangalore,Silvepura,88601696b5fffff,,4,1,0,0.0,32.0,Less,0-60,Less fe
Bangalore,Silvepura,88601696b3fffff,,37,2,0,0.0,32.0,Less,0-60,Less fe
Bangalore,Mavallipura,88601696adfffff,,3,1,0,0.0,32.0,Less,0-60,Less fe
Bangalore,Mavallipura,88601696abfffff,,10,1,0,17.0,32.0,Less,0-60,Less fe
Bangalore,Mavallipura,88601696a9fffff,,260,51,10,21.0,32.0,Less,61-450,Less fe
Bangalore,Mavallipura,88601696a7fffff,,69,11,0,18.0,32.0,Less,61-450,Less fe
Bangalore,Mavallipura,88601696a5fffff,,50,10,7,76.0,32.0,High,0-60,Less fe
Bangalore,Mavallipura,88601696a3fffff,,18,5,0,0.0,32.0,Less,0-60,Less fe
Bangalore,Mavallipura,88601696a1fffff,,10,3,0,25.0,32.0,Less,0-60,Less fe
Bangalore,Soladevanahalli,886016969dfffff,,118,24,11,27.0,32.0,Less,61-450,Less fe
Bangalore,Soladevanahalli,886016969bfffff,,1177,193,83,35.0,32.0,High,451-3500,Less fe
Bangalore,Soladevanahalli,8860169699fffff,Unknown,1154,237,89,26.0,32.0,Less,451-3500,Less fe
Bangalore,Soladevanahalli,8860169697fffff,,80,12,3,23.0,32.0,Less,61-450,Less fe
Bangalore,Soladevanahalli,8860169695fffff,,47,2,0,33.0,32.0,High,0-60,Less fe
Bangalore,Soladevanahalli,8860169693fffff,,2183,311,104,39.0,32.0,High,451-3500,Less fe
Bangalore,Soladevanahalli,8860169691fffff,,303,58,23,25.0,32.0,Less,61-450,Less fe
Bangalore,Veerasandra,886016968dfffff,,233,41,9,25.0,32.0,Less,61-450,Less fe
Bangalore,Soladevanahalli,886016968bfffff,,34,7,2,26.0,32.0,Less,0-60,Less fe
Bangalore,Veerasandra,8860169689fffff,Unknown,147,27,3,26.0,32.0,Less,61-450,Less fe
Bangalore,Veerasandra,8860169687fffff,,32,6,1,0.0,32.0,Less,0-60,Less fe
Bangalore,Veerasandra,8860169685fffff,,27,2,0,25.0,32.0,Less,0-60,Less fe
Bangalore,Veerasandra,8860169681fffff,,12,4,1,50.0,32.0,High,0-60,Less fe
Bangalore,Jakkur,886016966dfffff,residential,2689,519,248,30.0,32.0,Less,451-3500,Less fe
Bangalore,Yelahanka Traffic Police Station,886016966bfffff,transit_station,7605,1354,578,31.0,32.0,Less,3500+,High fe
Bangalore,Jakkur,8860169669fffff,Unknown,3937,800,367,28.0,32.0,Less,3500+,High fe
Bangalore,Jakkur,8860169667fffff,leisure,130,9,1,27.0,32.0,Less,61-450,Less fe
Bangalore,Jakkur,8860169665fffff,residential,525,101,50,27.0,32.0,Less,451-3500,Less fe
Bangalore,Yelahanka Traffic Police Station,8860169663fffff,Unknown,4403,474,197,23.0,32.0,Less,3500+,High fe
Bangalore,Jakkur,8860169661fffff,leisure,2365,412,154,28.0,32.0,Less,451-3500,Less fe
Bangalore,Yelahanka New Town,886016965dfffff,educational,421,57,20,34.0,32.0,High,61-450,Less fe
Bangalore,Vidyaranyapura,886016965bfffff,leisure,2214,486,205,36.0,32.0,High,451-3500,Less fe
Bangalore,Sahakara Nagar,8860169659fffff,residential,2883,658,292,37.0,32.0,High,451-3500,Less fe
Bangalore,Yelahanka New Town,8860169657fffff,educational,76,6,2,36.0,32.0,High,61-450,Less fe
Bangalore,Yelahanka New Town,8860169655fffff,educational,26,9,3,36.0,32.0,High,0-60,Less fe
Bangalore,Vidyaranyapura,8860169653fffff,educational,1386,262,113,31.0,32.0,Less,451-3500,Less fe
Bangalore,Sahakara Nagar,8860169651fffff,educational,798,182,72,32.0,32.0,Less,451-3500,Less fe
Bangalore,Jakkur,886016964dfffff,residential,618,128,53,38.0,32.0,High,451-3500,Less fe
Bangalore,Yelahanka New Town,886016964bfffff,educational,586,80,32,30.0,32.0,Less,451-3500,Less fe
Bangalore,Jakkur,8860169649fffff,Unknown,1737,356,141,32.0,32.0,Less,451-3500,Less fe
Bangalore,Yelahanka New Town,8860169647fffff,leisure,1041,207,93,38.0,32.0,High,451-3500,Less fe
Bangalore,Jakkur,8860169645fffff,residential,2915,419,147,37.0,32.0,High,451-3500,Less fe
Bangalore,Yelahanka New Town,8860169643fffff,residential,741,164,74,31.0,32.0,Less,451-3500,Less fe
Bangalore,Yelahanka New Town,8860169641fffff,educational,1694,326,147,33.0,32.0,High,451-3500,Less fe
Bangalore,Yelahanka New Town,886016963dfffff,residential,814,153,76,28.0,32.0,Less,451-3500,Less fe
Bangalore,Veerasandra,886016963bfffff,Unknown,143,27,7,22.0,32.0,Less,61-450,Less fe
Bangalore,Yelahanka New Town,8860169639fffff,Unknown,1308,230,111,27.0,32.0,Less,451-3500,Less fe
Bangalore,Yelanhanka,8860169637fffff,,166,39,12,9.0,32.0,Less,61-450,Less fe
Bangalore,Yelanhanka,8860169635fffff,Unknown,339,64,26,31.0,32.0,Less,61-450,Less fe
Bangalore,Veerasandra,8860169633fffff,,58,6,2,29.0,32.0,Less,0-60,Less fe
Bangalore,Yelahanka New Town,8860169631fffff,Unknown,327,56,17,37.0,32.0,High,61-450,Less fe
Bangalore,Yelanhanka,886016962dfffff,leisure,168,19,5,19.0,32.0,Less,61-450,Less fe
Bangalore,Yelahanka New Town,886016962bfffff,residential,1192,223,111,39.0,32.0,High,451-3500,Less fe
Bangalore,Yelahanka New Town,8860169629fffff,residential,155,19,9,20.0,32.0,Less,61-450,Less fe
Bangalore,Yelanhanka,8860169627fffff,residential,428,66,28,32.0,32.0,Less,61-450,Less fe
Bangalore,Yelanhanka,8860169625fffff,educational,563,58,20,28.0,32.0,Less,451-3500,Less fe
Bangalore,Yelanhanka,8860169623fffff,residential,279,28,9,30.0,32.0,Less,61-450,Less fe
Bangalore,Yelanhanka,8860169621fffff,residential,839,116,44,33.0,32.0,High,451-3500,Less fe
Bangalore,Yelahanka New Town,886016961dfffff,educational,253,48,26,31.0,32.0,Less,61-450,Less fe
Bangalore,Vidyaranyapura,886016961bfffff,health_and_personal,2131,431,175,31.0,32.0,Less,451-3500,Less fe
Bangalore,Vidyaranyapura,8860169619fffff,educational,2099,380,167,30.0,32.0,Less,451-3500,Less fe
Bangalore,Veerasandra,8860169617fffff,Unknown,480,81,31,33.0,32.0,High,451-3500,Less fe
Bangalore,Yelahanka New Town,8860169615fffff,Unknown,428,56,28,27.0,32.0,Less,61-450,Less fe
Bangalore,Veerasandra,8860169613fffff,Unknown,2260,401,167,34.0,32.0,High,451-3500,Less fe
Bangalore,Vidyaranyapura,8860169611fffff,Unknown,589,108,47,28.0,32.0,Less,451-3500,Less fe
Bangalore,Yelahanka New Town,886016960dfffff,leisure,2444,414,192,32.0,32.0,Less,451-3500,Less fe
Bangalore,Yelahanka New Town,886016960bfffff,educational,229,42,19,56.0,32.0,High,61-450,Less fe
Bangalore,Yelahanka New Town,8860169609fffff,educational,1639,336,168,30.0,32.0,Less,451-3500,Less fe
Bangalore,Yelahanka New Town,8860169607fffff,residential,2028,306,140,33.0,32.0,High,451-3500,Less fe
Bangalore,Yelahanka New Town,8860169605fffff,residential,1905,287,139,29.0,32.0,Less,451-3500,Less fe
Bangalore,Yelahanka New Town,8860169603fffff,educational,1592,306,142,29.0,32.0,Less,451-3500,Less fe
Bangalore,Yelahanka New Town,8860169601fffff,residential,3047,596,282,29.0,32.0,Less,451-3500,Less fe
Bangalore,Hesarghatta,88601695d9fffff,,7,2,0,0.0,32.0,Less,0-60,Less fe
Bangalore,Hesarghatta,88601695cbfffff,,10,2,0,33.0,32.0,High,0-60,Less fe
Bangalore,Doddaballapura,886016956dfffff,,5,2,0,0.0,32.0,Less,0-60,Less fe
Bangalore,Doddaballapura,886016955dfffff,,20,11,2,0.0,32.0,Less,0-60,Less fe
Bangalore,Doddaballapura,886016955bfffff,,416,58,12,21.0,32.0,Less,61-450,Less fe
Bangalore,Doddaballapura,8860169559fffff,,18,1,0,22.0,32.0,Less,0-60,Less fe
Bangalore,Doddaballapura,8860169553fffff,,63,4,1,29.0,32.0,Less,61-450,Less fe
Bangalore,Doddaballapura,8860169551fffff,,5,1,0,33.0,32.0,High,0-60,Less fe
Bangalore,Doddaballapura,886016954bfffff,,63,1,0,33.0,32.0,High,61-450,Less fe
Bangalore,Doddaballapura,8860169549fffff,,3,1,0,0.0,32.0,Less,0-60,Less fe
Bangalore,Doddaballapura,8860169543fffff,,11,1,0,0.0,32.0,Less,0-60,Less fe
Bangalore,Doddaballapura,886016953bfffff,,46,5,0,12.0,32.0,Less,0-60,Less fe
Bangalore,Doddaballapura,886016951dfffff,,22,3,1,24.0,32.0,Less,0-60,Less fe
Bangalore,Doddaballapura,8860169515fffff,,31,6,0,12.0,32.0,Less,0-60,Less fe
Bangalore,Hesarghatta,88601694e5fffff,,3,1,0,100.0,32.0,High,0-60,Less fe
Bangalore,Hesarghatta,88601694e1fffff,,4,1,0,50.0,32.0,High,0-60,Less fe
Bangalore,Silvepura,88601694ddfffff,,95,11,11,77.0,32.0,High,61-450,Less fe
Bangalore,Nelamangala,88601694dbfffff,,11,3,0,0.0,32.0,Less,0-60,Less fe
Bangalore,Silvepura,88601694d9fffff,,22,5,1,8.0,32.0,Less,0-60,Less fe
Bangalore,Nelamangala,88601694d7fffff,,155,19,0,16.0,32.0,Less,61-450,Less fe
Bangalore,Hesarghatta,88601694d5fffff,,31,1,0,18.0,32.0,Less,0-60,Less fe
Bangalore,Nelamangala,88601694d1fffff,,119,17,6,38.0,32.0,High,61-450,Less fe
Bangalore,Hesarghatta,88601694cdfffff,,65,8,7,60.0,32.0,High,61-450,Less fe
Bangalore,Hesarghatta,88601694c5fffff,,8,3,0,40.0,32.0,High,0-60,Less fe
Bangalore,Hesarghatta,88601694c3fffff,,24,3,0,22.0,32.0,Less,0-60,Less fe
Bangalore,Hesarghatta,88601694c1fffff,,56,18,9,79.0,32.0,High,0-60,Less fe
Bangalore,Hesarghatta,88601694a9fffff,,5,2,0,0.0,32.0,Less,0-60,Less fe
Bangalore,Hesarghatta,88601694a3fffff,,1,1,0,0.0,32.0,Less,0-60,Less fe
Bangalore,Nelamangala,886016949bfffff,,39,8,8,0.0,32.0,Less,0-60,Less fe
Bangalore,Nelamangala,8860169499fffff,,30,9,1,14.0,32.0,Less,0-60,Less fe
Bangalore,Hesarghatta,8860169491fffff,,5,1,0,50.0,32.0,High,0-60,Less fe
Bangalore,Hesarghatta,886016948bfffff,,41,1,0,33.0,32.0,High,0-60,Less fe
Bangalore,Hesarghatta,8860169489fffff,,5,1,1,0.0,32.0,Less,0-60,Less fe
Bangalore,Doddaballapura,886016946dfffff,,29,2,0,0.0,32.0,Less,0-60,Less fe
Bangalore,Doddaballapura,886016946bfffff,,91,13,2,29.0,32.0,Less,61-450,Less fe
Bangalore,Doddaballapura,8860169469fffff,,167,26,10,34.0,32.0,High,61-450,Less fe
Bangalore,Doddaballapura,8860169467fffff,,63,4,1,18.0,32.0,Less,61-450,Less fe
Bangalore,Doddaballapura,8860169463fffff,,21,4,2,0.0,32.0,Less,0-60,Less fe
Bangalore,Doddaballapura,8860169461fffff,,127,16,4,14.0,32.0,Less,61-450,Less fe
Bangalore,Yelanhanka,886016945dfffff,,16,5,2,20.0,32.0,Less,0-60,Less fe
Bangalore,Mavallipura,8860169459fffff,,155,11,1,30.0,32.0,Less,61-450,Less fe
Bangalore,Mavallipura,8860169457fffff,,70,7,7,65.0,32.0,High,61-450,Less fe
Bangalore,Mavallipura,8860169453fffff,,28,5,2,30.0,32.0,Less,0-60,Less fe
Bangalore,Mavallipura,8860169451fffff,,19,5,3,40.0,32.0,High,0-60,Less fe
Bangalore,Yelanhanka,886016944dfffff,residential,1076,166,53,30.0,32.0,Less,451-3500,Less fe
Bangalore,Yelanhanka,886016944bfffff,residential,117,2,2,29.0,32.0,Less,61-450,Less fe
Bangalore,Yelanhanka,8860169449fffff,leisure,398,74,38,27.0,32.0,Less,61-450,Less fe
Bangalore,Doddaballapura,8860169447fffff,,76,10,1,10.0,32.0,Less,61-450,Less fe
Bangalore,Doddaballapura,8860169445fffff,residential,396,60,19,27.0,32.0,Less,61-450,Less fe
Bangalore,Yelanhanka,8860169443fffff,,4,1,0,0.0,32.0,Less,0-60,Less fe
Bangalore,Yelanhanka,8860169441fffff,,259,33,9,26.0,32.0,Less,61-450,Less fe
Bangalore,Hesarghatta,886016943dfffff,,7,1,0,0.0,32.0,Less,0-60,Less fe
Bangalore,Hesarghatta,886016943bfffff,,7,1,0,0.0,32.0,Less,0-60,Less fe
Bangalore,Hesarghatta,8860169437fffff,,29,1,0,30.0,32.0,Less,0-60,Less fe
Bangalore,Hesarghatta,8860169435fffff,,306,12,1,19.0,32.0,Less,61-450,Less fe
Bangalore,Doddaballapura,886016942dfffff,,368,35,7,17.0,32.0,Less,61-450,Less fe
Bangalore,Doddaballapura,8860169429fffff,,60,4,0,18.0,32.0,Less,0-60,Less fe
Bangalore,Doddaballapura,8860169427fffff,,22,2,0,12.0,32.0,Less,0-60,Less fe
Bangalore,Doddaballapura,8860169425fffff,,16,4,1,44.0,32.0,High,0-60,Less fe
Bangalore,Doddaballapura,8860169423fffff,,120,6,1,28.0,32.0,Less,61-450,Less fe
Bangalore,Doddaballapura,8860169421fffff,,228,26,1,19.0,32.0,Less,61-450,Less fe
Bangalore,Mavallipura,8860169419fffff,,42,5,0,12.0,32.0,Less,0-60,Less fe
Bangalore,Doddaballapura,886016940dfffff,,132,23,3,20.0,32.0,Less,61-450,Less fe
Bangalore,Doddaballapura,886016940bfffff,,52,5,1,38.0,32.0,High,0-60,Less fe
Bangalore,Doddaballapura,8860169405fffff,,56,3,0,11.0,32.0,Less,0-60,Less fe
Bangalore,Doddaballapura,8860169401fffff,,20,1,0,0.0,32.0,Less,0-60,Less fe
Bangalore,Bagalur,88601692ddfffff,,60,12,1,15.0,32.0,Less,0-60,Less fe
Bangalore,Bagalur,88601692dbfffff,,360,31,3,18.0,32.0,Less,61-450,Less fe
Bangalore,Bagalur,88601692d9fffff,,93,12,0,14.0,32.0,Less,61-450,Less fe
Bangalore,Bagalur,88601692d7fffff,,59,8,2,14.0,32.0,Less,0-60,Less fe
Bangalore,Bagalur,88601692d5fffff,,802,72,8,21.0,32.0,Less,451-3500,Less fe
Bangalore,Bagalur,88601692d3fffff,,64,13,3,43.0,32.0,High,61-450,Less fe
Bangalore,Bagalur,88601692d1fffff,,88,11,2,16.0,32.0,Less,61-450,Less fe
Bangalore,Bagalur,88601692cdfffff,,21,5,2,11.0,32.0,Less,0-60,Less fe
Bangalore,Bagalur,88601692cbfffff,,6,1,0,40.0,32.0,High,0-60,Less fe
Bangalore,Bagalur,88601692c3fffff,,65,5,0,17.0,32.0,Less,61-450,Less fe
Bangalore,Bagalur,886016929bfffff,,77,22,6,39.0,32.0,High,61-450,Less fe
Bangalore,Bagalur,8860169299fffff,,16,1,0,0.0,32.0,Less,0-60,Less fe
Bangalore,Bangalore Airport,8860169291fffff,,46,11,3,22.0,32.0,Less,0-60,Less fe
Bangalore,Bangalore Airport,8860169289fffff,,58,3,0,19.0,32.0,Less,0-60,Less fe
Bangalore,Bangalore Airport,8860169249fffff,,32,1,0,0.0,32.0,Less,0-60,Less fe
Bangalore,Doddaballapura,88601690bbfffff,,11,3,0,0.0,32.0,Less,0-60,Less fe
Bangalore,Doddaballapura,88601690b3fffff,,16,3,0,0.0,32.0,Less,0-60,Less fe
Bangalore,Jigani,886014cb27fffff,,33,5,1,17.0,32.0,Less,0-60,Less fe
Bangalore,Bannerghatta Zoo,886014c9edfffff,,26,1,1,0.0,32.0,Less,0-60,Less fe
Bangalore,Bannerghatta,886014c9e5fffff,,54,2,0,38.0,32.0,High,0-60,Less fe
Bangalore,Bannerghatta,886014c9e1fffff,,12,3,0,75.0,32.0,High,0-60,Less fe
Bangalore,Bannerghatta Zoo,886014c9cdfffff,,4,1,0,50.0,32.0,High,0-60,Less fe
Bangalore,Bannerghatta,886014c9adfffff,,115,29,5,29.0,32.0,Less,61-450,Less fe
Bangalore,Bannerghatta Zoo,886014c9abfffff,,154,5,0,26.0,32.0,Less,61-450,Less fe
Bangalore,Bannerghatta,886014c9a9fffff,,689,25,7,26.0,32.0,Less,451-3500,Less fe
Bangalore,Bannerghatta,886014c9a7fffff,,6,2,0,0.0,32.0,Less,0-60,Less fe
Bangalore,Bannerghatta,886014c9a5fffff,,933,113,26,28.0,32.0,Less,451-3500,Less fe
Bangalore,Bannerghatta,886014c9a1fffff,,180,25,6,23.0,32.0,Less,61-450,Less fe
Bangalore,Bannerghatta Zoo,886014c989fffff,,38,2,0,16.0,32.0,Less,0-60,Less fe
Bangalore,Jigani,886014c96dfffff,,731,141,50,30.0,32.0,Less,451-3500,Less fe
Bangalore,Jigani,886014c96bfffff,,564,98,32,30.0,32.0,Less,451-3500,Less fe
Bangalore,Jigani,886014c969fffff,,1310,184,75,35.0,32.0,High,451-3500,Less fe
Bangalore,Jigani,886014c967fffff,,71,7,4,36.0,32.0,High,61-450,Less fe
Bangalore,Jigani,886014c965fffff,,363,61,34,27.0,32.0,Less,61-450,Less fe
Bangalore,Jigani,886014c963fffff,,203,35,17,21.0,32.0,Less,61-450,Less fe
Bangalore,Jigani,886014c961fffff,,923,157,38,31.0,32.0,Less,451-3500,Less fe
Bangalore,Bannerghatta Zoo,886014c957fffff,,88,12,3,12.0,32.0,Less,61-450,Less fe
Bangalore,Jigani,886014c955fffff,,198,47,18,4.0,32.0,Less,61-450,Less fe
Bangalore,Jigani,886014c94dfffff,,92,27,0,10.0,32.0,Less,61-450,Less fe
Bangalore,Jigani,886014c94bfffff,,44,3,0,33.0,32.0,High,0-60,Less fe
Bangalore,Jigani,886014c949fffff,,98,22,8,25.0,32.0,Less,61-450,Less fe
Bangalore,Jigani,886014c947fffff,,1724,331,116,27.0,32.0,Less,451-3500,Less fe
Bangalore,Jigani,886014c945fffff,,122,22,8,15.0,32.0,Less,61-450,Less fe
Bangalore,Jigani,886014c943fffff,,95,24,7,26.0,32.0,Less,61-450,Less fe
Bangalore,Jigani,886014c941fffff,,227,36,16,19.0,32.0,Less,61-450,Less fe
Bangalore,Jigani,886014c93dfffff,,185,13,3,40.0,32.0,High,61-450,Less fe
